count	species	sample	rel_abund	sum_abund
132737	Neisseria sp. oral taxon 014	JAE008.A0101	0.00418394149687499	1
7882	Neisseria sp. KEM232	JAE008.A0101	2.484448712745405e-4	1
2699	Neisseria sp. ZJ785	JAE008.A0101	8.5073928897486e-5	1
2139	Neisseria sp. 10022	JAE008.A0101	6.742242827407283e-5	1
97238	Neisseria elongata	JAE008.A0101	0.00306499396003473	1
51795	Neisseria subflava	JAE008.A0101	0.00163260620498158	1
40603	Neisseria meningitidis	JAE008.A0101	0.00127982835680793	1
14514	Neisseria flavescens	JAE008.A0101	4.5748907151467656e-4	1
14391	Neisseria lactamica	JAE008.A0101	4.5361204548489113e-4	1
11543	Neisseria cinerea	JAE008.A0101	3.638415566001041e-4	1
9272	Neisseria gonorrhoeae	JAE008.A0101	2.922584174647982e-4	1
7129	Neisseria bacilliformis	JAE008.A0101	2.2470990704341525e-4	1
5769	Neisseria polysaccharea	JAE008.A0101	1.8184197695798328e-4	1
4530	Neisseria chenwenguii	JAE008.A0101	1.427880318286816e-4	1
4146	Neisseria shayeganii	JAE008.A0101	1.3068414568691256e-4	1
3096	Neisseria animalis	JAE008.A0101	9.758758201801286e-5	1
2734	Neisseria dentiae	JAE008.A0101	8.617714768644933e-5	1
2627	Neisseria zoodegmatis	JAE008.A0101	8.280445024590431e-5	1
2459	Neisseria brasiliensis	JAE008.A0101	7.750900005888036e-5	1
2351	Neisseria animaloris	JAE008.A0101	7.410478208150783e-5	1
1910	Neisseria weaveri	JAE008.A0101	6.020422534056994e-5	1
1840	Neisseria musculi	JAE008.A0101	5.79977877626433e-5	1
1734	Neisseria wadsworthii	JAE008.A0101	5.46566108589258e-5	1
1565	Neisseria canis	JAE008.A0101	4.932964013507432e-5	1
1510	Neisseria zalophi	JAE008.A0101	4.759601060956053e-5	1
486169	Eikenella corrodens	JAE008.A0101	0.01532430786890028	1
77040	Eikenella exigua	JAE008.A0101	0.00242834215719241	1
23632	Kingella denitrificans	JAE008.A0101	7.448933263080361e-4	1
9395	Kingella oralis	JAE008.A0101	2.9613544349458356e-4	1
618	Kingella kingae	JAE008.A0101	1.947969175940954e-5	1
618	Vitreoscilla filiformis	JAE008.A0101	1.947969175940954e-5	1
458	Conchiformibius steedae	JAE008.A0101	1.4436405867005776e-5	1
457	Alysiella filiformis	JAE008.A0101	1.4404885330178251e-5	1
369	Simonsiella muelleri	JAE008.A0101	1.1631078089356183e-5	1
318	Aquitalea aquatilis	JAE008.A0101	1.0023530711152485e-5	1
560	Aquaspirillum sp. LM1	JAE008.A0101	1.7651500623413178e-5	1
456	Vogesella sp. LIG4	JAE008.A0101	1.437336479335073e-5	1
387	Laribacter hongkongensis	JAE008.A0101	1.2198447752251607e-5	1
466	Azoarcus sp. DN11	JAE008.A0101	1.4688570161625963e-5	1
431	Azoarcus pumilus	JAE008.A0101	1.358535137266264e-5	1
417	Azoarcus communis	JAE008.A0101	1.3144063857077312e-5	1
354	Azoarcus olearius	JAE008.A0101	1.115827003694333e-5	1
393	Thauera sp. K11	JAE008.A0101	1.2387570973216748e-5	1
465	Thauera humireducens	JAE008.A0101	1.4657049624798442e-5	1
381	Thauera hydrothermalis	JAE008.A0101	1.2009324531286464e-5	1
450	Azospira restricta	JAE008.A0101	1.4184241572385588e-5	1
411	Oryzomicrobium terrae	JAE008.A0101	1.2954940636112172e-5	1
335	Rugosibacter aromaticivorans	JAE008.A0101	1.0559379837220382e-5	1
522	Dechloromonas sp. TW-R-39-2	JAE008.A0101	1.6453720223967284e-5	1
487	Dechloromonas aromatica	JAE008.A0101	1.535050143500396e-5	1
441	Sterolibacterium denitrificans	JAE008.A0101	1.3900556740937878e-5	1
413	Sulfuritalea hydrogenivorans	JAE008.A0101	1.301798170976722e-5	1
516	Nitrosomonas europaea	JAE008.A0101	1.626459700300214e-5	1
343	Sulfuriferula plumbiphila	JAE008.A0101	1.0811544131840572e-5	1
560	Sulfuritortus calidifontis	JAE008.A0101	1.7651500623413178e-5	1
511	Candidatus Accumulibacter phosphatis	JAE008.A0101	1.6106994318864523e-5	1
360	Casimicrobium huifangae	JAE008.A0101	1.1347393257908471e-5	1
437433	Campylobacter showae	JAE008.A0101	0.0137881229860741	1
143436	Campylobacter gracilis	JAE008.A0101	0.00452117972039266	1
106416	Campylobacter rectus	JAE008.A0101	0.00335428944703774	1
40108	Campylobacter concisus	JAE008.A0101	0.00126422569107831	1
9381	Campylobacter curvus	JAE008.A0101	2.9569415597899826e-4	1
1107	Campylobacter sp. CCUG 57310	JAE008.A0101	3.4893234268068546e-5	1
864	Campylobacter sp. RM16192	JAE008.A0101	2.723374381898033e-5	1
671	Campylobacter sp. RM6914	JAE008.A0101	2.115028021126829e-5	1
541	Campylobacter mucosalis	JAE008.A0101	1.705261042369023e-5	1
143057	Desulfobulbus oralis	JAE008.A0101	0.00450923343693503	1
329	Myxococcus xanthus	JAE008.A0101	1.0370256616255242e-5	1
352	Pyxidicoccus sp. SCPEA002	JAE008.A0101	1.1095228963288284e-5	1
499	Archangium violaceum	JAE008.A0101	1.5728747876934243e-5	1
361	Archangium gephyra	JAE008.A0101	1.1378913794735994e-5	1
1153	Sorangium cellulosum	JAE008.A0101	3.634317896213463e-5	1
328	Chondromyces crocatus	JAE008.A0101	1.0338736079427718e-5	1
1080	Desulfomicrobium orale	JAE008.A0101	3.404217977372541e-5	1
226533	Aggregatibacter aphrophilus	JAE008.A0101	0.00714044176914938	1
25846	Aggregatibacter segnis	JAE008.A0101	8.146797948441731e-4	1
13534	Aggregatibacter sp. 2125159857	JAE008.A0101	4.2659894542370345e-4	1
4244	Aggregatibacter actinomycetemcomitans	JAE008.A0101	1.3377315829600985e-4	1
183568	Haemophilus parainfluenzae	JAE008.A0101	0.00578616190435484	1
5336	Haemophilus influenzae	JAE008.A0101	1.6819358451166557e-4	1
5228	Haemophilus haemolyticus	JAE008.A0101	1.6478936653429303e-4	1
1522	Haemophilus sp. oral taxon 036	JAE008.A0101	4.7974257051490816e-5	1
1419	Haemophilus parahaemolyticus	JAE008.A0101	4.472764175825589e-5	1
1081	Haemophilus pittmaniae	JAE008.A0101	3.407370031055294e-5	1
417	[Haemophilus] ducreyi	JAE008.A0101	1.3144063857077312e-5	1
405	Actinobacillus succinogenes	JAE008.A0101	1.276581741514703e-5	1
392	Actinobacillus sp. GY-402	JAE008.A0101	1.2356050436389225e-5	1
576	Mannheimia granulomatis	JAE008.A0101	1.8155829212653553e-5	1
331	Mannheimia varigena	JAE008.A0101	1.043329768991029e-5	1
1013	Pasteurella multocida	JAE008.A0101	3.1930303806281335e-5	1
395	Rodentibacter heylii	JAE008.A0101	1.2450612046871797e-5	1
358	Rodentibacter sp. DSM 111151	JAE008.A0101	1.1284352184253424e-5	1
509	Histophilus somni	JAE008.A0101	1.6043953245209478e-5	1
353	Glaesserella parasuis	JAE008.A0101	1.1126749500115806e-5	1
200792	Cardiobacterium hominis	JAE008.A0101	0.0063290716306721	1
387	Dichelobacter nodosus	JAE008.A0101	1.2198447752251607e-5	1
426	Pseudomonas sp. S09G 359	JAE008.A0101	1.3427748688525024e-5	1
422	Pseudomonas sp. ZM1	JAE008.A0101	1.3301666541214933e-5	1
2492	Pseudomonas aeruginosa	JAE008.A0101	7.854917777418864e-5	1
407	Pseudomonas mendocina	JAE008.A0101	1.2828858488802075e-5	1
876	Pseudomonas fluorescens	JAE008.A0101	2.7611990260910612e-5	1
346	Pseudomonas protegens	JAE008.A0101	1.0906105742323142e-5	1
1538	Pseudomonas putida	JAE008.A0101	4.847858564073119e-5	1
1240	Pseudomonas stutzeri	JAE008.A0101	3.908546566612918e-5	1
382	Pseudomonas balearica	JAE008.A0101	1.2040845068113988e-5	1
385	Pseudomonas syringae	JAE008.A0101	1.213540667859656e-5	1
888	Pseudomonas chlororaphis	JAE008.A0101	2.7990236702840896e-5	1
356	Pseudomonas psychrotolerans	JAE008.A0101	1.1221311110598377e-5	1
362	Azotobacter salinestris	JAE008.A0101	1.1410434331563518e-5	1
358	Acinetobacter baumannii	JAE008.A0101	1.1284352184253424e-5	1
2240	Klebsiella pneumoniae	JAE008.A0101	7.060600249365271e-5	1
2592	Escherichia coli	JAE008.A0101	8.1701231456941e-5	1
393	Enterobacter cloacae	JAE008.A0101	1.2387570973216748e-5	1
1046	Salmonella enterica	JAE008.A0101	3.2970481521589614e-5	1
386	Buchnera aphidicola	JAE008.A0101	1.2166927215424084e-5	1
402	Providencia stuartii	JAE008.A0101	1.267125580466446e-5	1
4256	Xanthomonas campestris	JAE008.A0101	1.3415140473794015e-4	1
737	Xanthomonas translucens	JAE008.A0101	2.3230635641884844e-5	1
712	Xanthomonas vesicatoria	JAE008.A0101	2.2442622221196753e-5	1
488	Xanthomonas cassavae	JAE008.A0101	1.5382021971831482e-5	1
475	Xanthomonas euvesicatoria	JAE008.A0101	1.4972254993073675e-5	1
414	Xanthomonas oryzae	JAE008.A0101	1.3049502246594742e-5	1
1271	Stenotrophomonas maltophilia	JAE008.A0101	4.006260230778241e-5	1
326	Stenotrophomonas acidaminiphila	JAE008.A0101	1.027569500577267e-5	1
475	Lysobacter enzymogenes	JAE008.A0101	1.4972254993073675e-5	1
329	Xylella fastidiosa	JAE008.A0101	1.0370256616255242e-5	1
339	Thermochromatium tepidum	JAE008.A0101	1.0685461984530475e-5	1
433	Aeromonas veronii	JAE008.A0101	1.3648392446317689e-5	1
342	Aeromonas hydrophila	JAE008.A0101	1.0780023595013049e-5	1
320	Aeromonas salmonicida	JAE008.A0101	1.008657178480753e-5	1
332	Cellvibrio japonicus	JAE008.A0101	1.0464818226737812e-5	1
861	Sinimarinibacterium sp. NLF-5-8	JAE008.A0101	2.713918220849776e-5	1
363	Rhizobium leguminosarum	JAE008.A0101	1.144195486839104e-5	1
387	Agrobacterium tumefaciens	JAE008.A0101	1.2198447752251607e-5	1
334	Sinorhizobium fredii	JAE008.A0101	1.052785930039286e-5	1
793	Rhodopseudomonas palustris	JAE008.A0101	2.499578570422616e-5	1
432	Paracoccus aestuarii	JAE008.A0101	1.3616871909490166e-5	1
347	Celeribacter manganoxidans	JAE008.A0101	1.0937626279150665e-5	1
496	Cereibacter sphaeroides	JAE008.A0101	1.563418626645167e-5	1
366	Azospirillum brasilense	JAE008.A0101	1.1536516478873611e-5	1
330	Azospirillum lipoferum	JAE008.A0101	1.0401777153082763e-5	1
385	Hydrogenophilus thermoluteolus	JAE008.A0101	1.213540667859656e-5	1
2012412	Actinomyces sp. oral taxon 414	JAE008.A0101	0.06343230655815028	1
375538	Actinomyces sp. oral taxon 897	JAE008.A0101	0.01183715935913453	1
359899	Actinomyces sp. HMT897	JAE008.A0101	0.01134420968368889	1
260276	Actinomyces sp. ZJ750	JAE008.A0101	0.00820403924332051	1
129861	Actinomyces sp. HMT 175	JAE008.A0101	0.00409328843295903	1
89114	Actinomyces sp. oral taxon 169	JAE008.A0101	0.00280892111884793	1
50246	Actinomyces sp. oral taxon 171	JAE008.A0101	0.00158378089343574	1
41518	Actinomyces sp. ZJ34	JAE008.A0101	0.00130866964800512	1
27220	Actinomyces sp. Z16	JAE008.A0101	8.579890124451905e-4	1
23102	Actinomyces sp. Chiba101	JAE008.A0101	7.281874417894486e-4	1
20283	Actinomyces sp. 432	JAE008.A0101	6.393310484726597e-4	1
16958	Actinomyces sp. zg-993	JAE008.A0101	5.34525263521144e-4	1
286585	Actinomyces naeslundii	JAE008.A0101	0.00903331304671583	1
219671	Actinomyces oris	JAE008.A0101	0.00692414784543892	1
69214	Actinomyces viscosus	JAE008.A0101	0.00218166243598021	1
56530	Actinomyces radicidentis	JAE008.A0101	0.0017818559468599	1
51246	Actinomyces howellii	JAE008.A0101	0.00161530143026327	1
35591	Actinomyces slackii	JAE008.A0101	0.00112184742622839	1
23220	Actinomyces procaprae	JAE008.A0101	7.319068651350964e-4	1
21469	Actinomyces weissii	JAE008.A0101	6.767144051501027e-4	1
17896	Actinomyces qiguomingii	JAE008.A0101	5.640915270653612e-4	1
14318	Actinomyces marmotae	JAE008.A0101	4.513110462964819e-4	1
13849	Actinomyces wuliandei	JAE008.A0101	4.3652791452437336e-4	1
12684	Actinomyces gaoshouyii	JAE008.A0101	3.998064891203085e-4	1
9946	Actinomyces lilanjuaniae	JAE008.A0101	3.13503259286549e-4	1
8244	Actinomyces israelii	JAE008.A0101	2.59855305606104e-4	1
1285	Actinomyces pacaensis	JAE008.A0101	4.0503889823367735e-5	1
59599	Schaalia cardiffensis	JAE008.A0101	0.00187859247438357	1
41978	Schaalia odontolytica	JAE008.A0101	0.00132316909494578	1
20530	Schaalia meyeri	JAE008.A0101	6.47116621069058e-4	1
444	Schaalia sp. ZJ405	JAE008.A0101	1.3995118351420448e-5	1
15005	Pauljensenia hongkongensis	JAE008.A0101	4.729656550969906e-4	1
630	Trueperella pyogenes	JAE008.A0101	1.9857938201339825e-5	1
333	Trueperella bialowiezensis	JAE008.A0101	1.0496338763565337e-5	1
430	Flaviflexus sp. dk850	JAE008.A0101	1.3553830835835118e-5	1
420	Flaviflexus sp. H23T48	JAE008.A0101	1.3238625467559884e-5	1
675	Flaviflexus salsibiostraticola	JAE008.A0101	2.1276362358578386e-5	1
932	Winkia sp. C64	JAE008.A0101	2.937714032325193e-5	1
479	Arcanobacterium haemolyticum	JAE008.A0101	1.5098337140383772e-5	1
530	Actinobaculum sp. 313	JAE008.A0101	1.670588451858747e-5	1
421	Actinotignum schaalii	JAE008.A0101	1.3270146004387406e-5	1
2549608	Pseudopropionibacterium propionicum	JAE008.A0101	0.08036501285974862	1
2796	Tessaracoccus flavus	JAE008.A0101	8.813142096975579e-5	1
2525	Tessaracoccus aquimaris	JAE008.A0101	7.958935548949692e-5	1
2495	Tessaracoccus defluvii	JAE008.A0101	7.86437393846712e-5	1
2461	Tessaracoccus flavescens	JAE008.A0101	7.757204113253542e-5	1
2099	Tessaracoccus sp. MC1865	JAE008.A0101	6.616160680097189e-5	1
1619	Tessaracoccus timonensis	JAE008.A0101	5.103174912376059e-5	1
3629	Propionibacterium acidifaciens	JAE008.A0101	1.143880281470829e-4	1
2785	Propionibacterium australiense	JAE008.A0101	8.778469506465304e-5	1
1513	Propionibacterium freudenreichii	JAE008.A0101	4.7690572220043104e-5	1
350	Propionibacterium sp. oral taxon 193	JAE008.A0101	1.1032187889633236e-5	1
1733	Acidipropionibacterium jensenii	JAE008.A0101	5.462509032209828e-5	1
1672	Acidipropionibacterium acidipropionici	JAE008.A0101	5.2702337575619345e-5	1
1170	Acidipropionibacterium virtanenii	JAE008.A0101	3.687902808820253e-5	1
1370	Cutibacterium avidum	JAE008.A0101	4.318313545370724e-5	1
1217	Cutibacterium acnes	JAE008.A0101	3.8360493319096136e-5	1
908	Cutibacterium granulosum	JAE008.A0101	2.862064743939137e-5	1
488	Microlunatus sp. Gsoil 973	JAE008.A0101	1.5382021971831482e-5	1
467	Microlunatus sp. KUDC0627	JAE008.A0101	1.472009069845349e-5	1
862	Microlunatus phosphovorus	JAE008.A0101	2.7170702745325283e-5	1
730	Microlunatus sagamiharensis	JAE008.A0101	2.3009991884092177e-5	1
679	Microlunatus soli	JAE008.A0101	2.1402444505888477e-5	1
1455	Brevilactibacter sp. MC1595	JAE008.A0101	4.586238108404674e-5	1
1315	Propioniciclava sp. HDW11	JAE008.A0101	4.1449505928193446e-5	1
991	Auraticoccus monumenti	JAE008.A0101	3.123685199607582e-5	1
954	Raineyella sp. CBA3103	JAE008.A0101	3.007059213345745e-5	1
508	Nocardioides sp. HDW12B	JAE008.A0101	1.6012432708381955e-5	1
482	Nocardioides sp. JQ2195	JAE008.A0101	1.5192898750866342e-5	1
434	Nocardioides sp. zg-579	JAE008.A0101	1.3679912983145211e-5	1
417	Nocardioides sp. zg-1228	JAE008.A0101	1.3144063857077312e-5	1
408	Nocardioides sp. S-1144	JAE008.A0101	1.28603790256296e-5	1
396	Nocardioides sp. 603	JAE008.A0101	1.2482132583699318e-5	1
391	Nocardioides sp. MC1495	JAE008.A0101	1.23245298995617e-5	1
362	Nocardioides sp. HY056	JAE008.A0101	1.1410434331563518e-5	1
353	Nocardioides sp. S5	JAE008.A0101	1.1126749500115806e-5	1
351	Nocardioides sp. HDW12A	JAE008.A0101	1.106370842646076e-5	1
348	Nocardioides sp. WS12	JAE008.A0101	1.0969146815978187e-5	1
327	Nocardioides sp. S-713	JAE008.A0101	1.0307215542600197e-5	1
488	Nocardioides humi	JAE008.A0101	1.5382021971831482e-5	1
419	Nocardioides marinisabuli	JAE008.A0101	1.320710493073236e-5	1
408	Nocardioides anomalus	JAE008.A0101	1.28603790256296e-5	1
382	Nocardioides ungokensis	JAE008.A0101	1.2040845068113988e-5	1
369	Nocardioides houyundeii	JAE008.A0101	1.1631078089356183e-5	1
355	Nocardioides cynanchi	JAE008.A0101	1.1189790573770854e-5	1
351	Nocardioides sambongensis	JAE008.A0101	1.106370842646076e-5	1
346	Nocardioides dokdonensis	JAE008.A0101	1.0906105742323142e-5	1
343	Nocardioides daphniae	JAE008.A0101	1.0811544131840572e-5	1
340	Nocardioides aromaticivorans	JAE008.A0101	1.0716982521358e-5	1
331	Nocardioides euryhalodurans	JAE008.A0101	1.043329768991029e-5	1
327	Aeromicrobium sp. A1-2	JAE008.A0101	1.0307215542600197e-5	1
488	Aeromicrobium choanae	JAE008.A0101	1.5382021971831482e-5	1
426	Aeromicrobium erythreum	JAE008.A0101	1.3427748688525024e-5	1
354	Aeromicrobium yanjiei	JAE008.A0101	1.115827003694333e-5	1
332	Aeromicrobium marinum	JAE008.A0101	1.0464818226737812e-5	1
2200	Micropruina glycogenica	JAE008.A0101	6.934518102055177e-5	1
626	Friedmanniella luteola	JAE008.A0101	1.973185605402973e-5	1
416	Pimelobacter simplex	JAE008.A0101	1.3112543320249787e-5	1
335	Marmoricola scoriae	JAE008.A0101	1.0559379837220382e-5	1
413	Kribbella flavida	JAE008.A0101	1.301798170976722e-5	1
333	Actinopolymorpha singaporensis	JAE008.A0101	1.0496338763565337e-5	1
1130275	Rothia aeria	JAE008.A0101	0.03562687476272916	1
134125	Rothia dentocariosa	JAE008.A0101	0.00422769200199159	1
3302	Rothia mucilaginosa	JAE008.A0101	1.040808126044827e-4	1
1155	Rothia kristinae	JAE008.A0101	3.640622003578968e-5	1
426	Rothia nasimurium	JAE008.A0101	1.3427748688525024e-5	1
622	Arthrobacter sp. NEB 688	JAE008.A0101	1.9605773906719636e-5	1
455	Arthrobacter sp. PM3	JAE008.A0101	1.4341844256523207e-5	1
337	Arthrobacter sp. PAMC 25486	JAE008.A0101	1.062242091087543e-5	1
727	Arthrobacter agilis	JAE008.A0101	2.2915430273609605e-5	1
542	Arthrobacter crystallopoietes	JAE008.A0101	1.7084130960517754e-5	1
489	Arthrobacter woluwensis	JAE008.A0101	1.5413542508659008e-5	1
481	Arthrobacter dokdonellae	JAE008.A0101	1.516137821403882e-5	1
348	Arthrobacter alpinus	JAE008.A0101	1.0969146815978187e-5	1
829	Kocuria rosea	JAE008.A0101	2.613052503001701e-5	1
733	Kocuria palustris	JAE008.A0101	2.310455349457475e-5	1
715	Kocuria flava	JAE008.A0101	2.2537183831679325e-5	1
577	Kocuria turfanensis	JAE008.A0101	1.8187349749481076e-5	1
459	Kocuria rhizophila	JAE008.A0101	1.44679264038333e-5	1
345	Kocuria varians	JAE008.A0101	1.087458520549562e-5	1
378	Pseudarthrobacter phenanthrenivorans	JAE008.A0101	1.1914762920803895e-5	1
357	Pseudarthrobacter chlorophenolicus	JAE008.A0101	1.12528316474259e-5	1
1069	Micrococcus luteus	JAE008.A0101	3.369545386862265e-5	1
407	Glutamicibacter creatinolyticus	JAE008.A0101	1.2828858488802075e-5	1
736	Sinomonas atrocyanea	JAE008.A0101	2.3199115105057317e-5	1
377	Sinomonas sp. R1AF57	JAE008.A0101	1.188324238397637e-5	1
580	Citricoccus sp. SGAir0253	JAE008.A0101	1.8281911359963648e-5	1
330	Nesterenkonia sp. NBAIMH1	JAE008.A0101	1.0401777153082763e-5	1
476	Microbacterium sp. A18JL200	JAE008.A0101	1.50037755299012e-5	1
443	Microbacterium sp. PM5	JAE008.A0101	1.3963597814592923e-5	1
412	Microbacterium sp. No. 7	JAE008.A0101	1.2986461172939694e-5	1
405	Microbacterium sp. NY27	JAE008.A0101	1.276581741514703e-5	1
387	Microbacterium sp. RG1	JAE008.A0101	1.2198447752251607e-5	1
363	Microbacterium sp. BH-3-3-3	JAE008.A0101	1.144195486839104e-5	1
362	Microbacterium sp. JZ31	JAE008.A0101	1.1410434331563518e-5	1
349	Microbacterium sp. YJN-G	JAE008.A0101	1.1000667352805712e-5	1
334	Microbacterium sp. 4R-513	JAE008.A0101	1.052785930039286e-5	1
1108	Microbacterium hominis	JAE008.A0101	3.492475480489607e-5	1
616	Microbacterium oleivorans	JAE008.A0101	1.9416650685754496e-5	1
515	Microbacterium sediminis	JAE008.A0101	1.6233076466174618e-5	1
499	Microbacterium lemovicicum	JAE008.A0101	1.5728747876934243e-5	1
494	Microbacterium foliorum	JAE008.A0101	1.5571145192796626e-05	1
440	Microbacterium testaceum	JAE008.A0101	1.3869036204110352e-5	1
370	Microbacterium protaetiae	JAE008.A0101	1.1662598626183706e-5	1
370	Microbacterium chocolatum	JAE008.A0101	1.1662598626183706e-5	1
346	Microbacterium aurum	JAE008.A0101	1.0906105742323142e-5	1
344	Microbacterium lushaniae	JAE008.A0101	1.0843064668668094e-5	1
364	Rathayibacter sp. VKM Ac-2759	JAE008.A0101	1.1473475405218566e-5	1
440	Curtobacterium sp. MR_MD2014	JAE008.A0101	1.3869036204110352e-5	1
440	Curtobacterium flaccumfaciens	JAE008.A0101	1.3869036204110352e-5	1
404	Agromyces sp. G127AT	JAE008.A0101	1.2734296878319509e-5	1
390	Agromyces sp. LHK192	JAE008.A0101	1.2293009362734176e-5	1
322	Agromyces aureus	JAE008.A0101	1.0149612858462576e-5	1
345	Leifsonia sp. PS1209	JAE008.A0101	1.087458520549562e-5	1
519	Leifsonia xyli	JAE008.A0101	1.6359158613484713e-5	1
1298	Clavibacter michiganensis	JAE008.A0101	4.0913656802125545e-5	1
365	Leucobacter triazinivorans	JAE008.A0101	1.1504995942046089e-5	1
352	Leucobacter muris	JAE008.A0101	1.1095228963288284e-5	1
348	Leucobacter sp. CX169	JAE008.A0101	1.0969146815978187e-5	1
322	Salinibacterium sp. ZJ70	JAE008.A0101	1.0149612858462576e-5	1
422	Agrococcus carbonis	JAE008.A0101	1.3301666541214933e-5	1
411	Frondihabitans sp. 762G35	JAE008.A0101	1.2954940636112172e-5	1
401	Protaetiibacter intestinalis	JAE008.A0101	1.2639735267836937e-5	1
562	Microterricola viridarii	JAE008.A0101	1.7714541697068224e-5	1
357	Humibacter sp. WJ7-1	JAE008.A0101	1.12528316474259e-5	1
411	Frigoribacterium sp. NBH87	JAE008.A0101	1.2954940636112172e-5	1
402	Herbiconiux sp. SALV-R1	JAE008.A0101	1.267125580466446e-5	1
384	Lysinimonas sp. KACC 19322	JAE008.A0101	1.2103886141769035e-5	1
888	Cellulomonas sp. Y8	JAE008.A0101	2.7990236702840896e-5	1
733	Cellulomonas sp. JZ18	JAE008.A0101	2.310455349457475e-5	1
538	Cellulomonas sp. H30R-01	JAE008.A0101	1.695804881320766e-5	1
526	Cellulomonas sp. PSBB021	JAE008.A0101	1.6579802371277376e-5	1
1024	Cellulomonas flavigena	JAE008.A0101	3.22770297113841e-5	1
920	Cellulomonas taurus	JAE008.A0101	2.899889388132165e-5	1
882	Cellulomonas shaoxiangyii	JAE008.A0101	2.7801113481875756e-5	1
762	Cellulomonas fimi	JAE008.A0101	2.401864906257293e-5	1
599	Cellulomonas gilvus	JAE008.A0101	1.8880801559686595e-5	1
1187	Pseudactinotalea sp. HY158	JAE008.A0101	3.741487721427043e-5	1
961	Actinotalea sp. JY-7876	JAE008.A0101	3.0291235891250115e-5	1
730	Oerskovia sp. KBS0722	JAE008.A0101	2.3009991884092177e-5	1
622	Paraoerskovia marina	JAE008.A0101	1.9605773906719636e-5	1
3997	Brevibacterium aurantiacum	JAE008.A0101	1.2598758569961154e-4	1
557	Brevibacterium sp. CS2	JAE008.A0101	1.7556939012930606e-5	1
1053	Brevibacterium casei	JAE008.A0101	3.319112527938228e-5	1
501	Brevibacterium luteolum	JAE008.A0101	1.579178895058929e-5	1
448	Brevibacterium linens	JAE008.A0101	1.4121200498730544e-5	1
1115	Brachybacterium sp. P6-10-X1	JAE008.A0101	3.5145398562688736e-5	1
852	Brachybacterium sp. SGAir0954	JAE008.A0101	2.6855497377050048e-5	1
1054	Brachybacterium saurashtrense	JAE008.A0101	3.3222645816209804e-5	1
899	Brachybacterium faecium	JAE008.A0101	2.8336962607943653e-5	1
667	Brachybacterium ginsengisoli	JAE008.A0101	2.1024198063958196e-5	1
579	Brachybacterium vulturis	JAE008.A0101	1.8250390823136125e-5	1
562	Brachybacterium avium	JAE008.A0101	1.7714541697068224e-5	1
323	Dermabacter jinjuensis	JAE008.A0101	1.01811333952901e-5	1
654	Cellulosimicrobium sp. BI34T	JAE008.A0101	2.061443108520039e-5	1
746	Cellulosimicrobium cellulans	JAE008.A0101	2.3514320473332556e-5	1
872	Isoptericola dokdonensis	JAE008.A0101	2.7485908113600517e-5	1
809	Isoptericola variabilis	JAE008.A0101	2.5500114293466537e-5	1
916	Xylanimonas cellulosilytica	JAE008.A0101	2.8872811734011555e-5	1
522	Xylanimonas allomyrinae	JAE008.A0101	1.6453720223967284e-5	1
617	Xylanimicrobium sp. FW10M-9	JAE008.A0101	1.944817122258202e-5	1
705	Janibacter melonis	JAE008.A0101	2.222197846340409e-5	1
488	Janibacter limosus	JAE008.A0101	1.5382021971831482e-5	1
795	Phycicoccus sp. HDW14	JAE008.A0101	2.5058826777881207e-5	1
791	Phycicoccus endophyticus	JAE008.A0101	2.4932744630571112e-5	1
933	Arsenicicoccus sp. oral taxon 190	JAE008.A0101	2.9408660860079456e-5	1
570	Pedococcus dokdonensis	JAE008.A0101	1.7966705991688413e-5	1
530	Intrasporangium calvum	JAE008.A0101	1.670588451858747e-5	1
453	Tetrasphaera sp. HKS02	JAE008.A0101	1.427880318286816e-5	1
2061	Georgenia sp. Z294	JAE008.A0101	6.4963826401526e-5	1
1860	Georgenia sp. Z443	JAE008.A0101	5.862819849919377e-5	1
1729	Georgenia faecalis	JAE008.A0101	5.4499008174788186e-5	1
655	Ornithinimicrobium sp. HY006	JAE008.A0101	2.0645951622027913e-5	1
549	Ornithinimicrobium sp. AMA3305	JAE008.A0101	1.7304774718310417e-5	1
434	Ornithinimicrobium sp. H23M54	JAE008.A0101	1.3679912983145211e-5	1
452	Ornithinimicrobium flavum	JAE008.A0101	1.4247282646040635e-5	1
392	Ornithinimicrobium pratense	JAE008.A0101	1.2356050436389225e-5	1
728	Serinicoccus chungangensis	JAE008.A0101	2.294695081043713e-5	1
638	Serinicoccus profundi	JAE008.A0101	2.011010249596001e-5	1
536	Serinicoccus marinus	JAE008.A0101	1.6895007739552614e-5	1
451	Serinicoccus hydrothermalis	JAE008.A0101	1.4215762109213113e-5	1
1085	Haloactinobacterium sp. HY164	JAE008.A0101	3.419978245786303e-5	1
958	Haloactinobacterium sp. RN3S43	JAE008.A0101	3.0196674280767543e-5	1
614	Ruania sp. HY168	JAE008.A0101	1.9353609612099447e-5	1
556	Dermacoccus nishinomiyaensis	JAE008.A0101	1.7525418476103084e-5	1
449	Dermacoccus sp. PAMC28757	JAE008.A0101	1.4152721035558064e-5	1
481	Yimella sp. cx-51	JAE008.A0101	1.516137821403882e-5	1
459	Luteipulveratus mongoliensis	JAE008.A0101	1.44679264038333e-5	1
1110	Miniimonas sp. S16	JAE008.A0101	3.498779587855112e-5	1
