species	LIB030.A0117	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN012.I0101	SYN013.I0101	SYN014.A0101	SYN014.C0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN015.F0101	SYN015.G0101	SYN015.H0101	SYN015.I0101	SYN016.I0101	SYN017.A0101	SYN017.B0101	SYN017.D0101	SYN017.E0101	SYN017.F0101	SYN017.G0101	SYN018.C0101	SYN018.H0101	SYN018.I0101	SYN019.I0101	SYN021.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN026.I0101	SYN028.I0101
Jeotgalibaca ciconiae	0	274	461	371	86	97	279	111	99	136	218	0	99	0	0	0	0	0	0	136	525	462	58	0	0	0	303	156	0	0	0	0	123	101	0	119
Jeotgalibaca arthritidis	0	90	147	146	0	0	0	0	0	70	189	150	0	0	0	0	114	130	0	0	228	174	43	65	103	0	109	0	0	0	0	0	0	0	122	0
Jeotgalibaca dankookensis	0	89	169	141	0	0	174	0	0	0	126	0	0	0	0	0	0	0	0	0	239	191	46	0	0	0	113	0	0	0	0	0	0	0	0	0
Carnobacterium divergens	0	395	648	453	81	78	199	124	107	108	276	0	126	58	0	0	146	186	82	134	681	634	94	0	134	96	355	184	173	89	87	97	107	170	152	0
Carnobacterium maltaromaticum	0	374	673	544	83	117	111	131	104	244	306	0	117	107	77	113	150	214	97	262	739	589	0	0	113	107	326	305	170	0	0	0	153	113	0	0
Carnobacterium sp. 17-4	0	144	288	259	0	0	0	0	0	134	303	122	0	0	0	0	135	167	0	112	505	464	49	0	119	91	201	183	149	0	93	0	0	0	129	0
Carnobacterium inhibens	0	173	344	276	0	0	0	0	0	194	147	0	0	0	0	0	194	212	0	168	385	300	0	0	148	199	135	422	0	0	0	0	0	96	0	0
Dolosigranulum pigrum	0	286	449	332	134	150	110	170	148	414	158	0	118	0	0	117	256	334	104	243	291	239	57	0	219	224	182	447	263	168	113	101	195	268	137	202
Gemella sanguinis	0	77514	158014	87459	0	0	171	0	0	0	11620	1388	3276	0	0	0	0	0	0	0	90505	28306	47	0	0	0	10424	0	0	0	0	0	0	0	102	0
Gemella haemolysans	0	8828	24660	19795	187	211	0	206	232	576	524	0	225	0	0	0	171	174	144	317	20516	1805	42	0	167	115	732	204	367	0	0	0	359	122	120	160
Gemella sp. oral taxon 928	0	270	146	191	1009	549	1461	862	840	573	255	148	314	410	227	188	186	152	772	812	386	225	407	281	214	264	341	348	667	611	288	613	1346	938	858	1501
Bacillus thuringiensis	0	129	234	175	495	527	1822	586	359	11040	258	175	154	252	503	7079	2344	10034	329	2290	287	213	130	134	688	778	187	3757	366	569	317	230	382	256	642	351
Bacillus cereus	0	83	153	133	2559	2999	19064	5291	1185	124204	260	145	131	4006	7361	104225	25885	128875	1701	24056	216	207	795	371	5157	7292	171	44496	1236	6333	2159	2159	748	1887	5093	1499
Bacillus circulans	0	139	227	178	147	0	260	291	150	488	0	0	0	0	0	0	0	246	0	428	253	209	0	0	105	122	138	895	0	85	0	219	113	255	0	238
Bacillus cohnii	0	103	125	88	0	0	0	114	0	186	0	0	0	0	0	0	0	0	0	148	156	111	0	0	0	0	0	397	0	0	0	0	0	94	0	0
Bacillus pumilus	0	82	215	169	106	104	171	255	82	500	0	0	0	0	0	0	0	207	80	436	226	190	47	0	106	94	103	783	172	0	0	174	150	209	0	188
Bacillus horikoshii	0	73	107	83	0	0	0	159	0	339	0	0	0	0	0	0	0	112	0	308	118	91	0	0	0	0	0	629	0	0	0	114	0	148	0	130
Lysinibacillus sp. 2017	0	116	219	195	86	84	0	304	0	668	0	0	0	0	0	0	0	210	0	587	163	122	0	0	0	0	0	1124	0	0	0	199	82	276	0	231
Lysinibacillus timonensis	0	80	119	99	139	153	0	297	131	598	112	0	0	0	0	0	0	179	134	551	171	175	0	0	0	0	0	911	80	0	0	186	249	242	0	208
Virgibacillus halodenitrificans	0	136	275	234	0	0	0	75	0	174	0	0	0	0	0	0	0	0	0	153	312	243	0	0	0	0	0	222	0	0	0	0	114	0	0	0
Priestia megaterium	0	110	150	139	198	177	276	347	137	679	130	0	160	70	0	0	0	249	158	555	196	165	101	64	112	92	126	1138	98	146	0	260	258	407	105	394
Priestia flexa	0	83	95	0	0	0	260	141	0	294	0	0	112	51	0	0	0	131	0	253	102	106	40	0	0	75	0	526	0	0	0	106	0	147	0	106
Peribacillus asahii	0	75	93	0	0	0	0	180	0	356	0	0	0	0	0	0	0	145	0	298	137	94	0	0	0	0	0	704	0	0	0	119	0	141	0	117
Cytobacillus kochii	0	93	111	115	84	98	246	126	89	184	0	0	0	53	0	0	0	0	83	205	124	113	58	0	0	0	0	296	0	0	0	95	170	140	0	115
Staphylococcus aureus	0	127	190	165	251	299	159	293	289	631	424	278	265	61	57	289	541	646	218	524	228	183	128	172	480	398	223	893	318	138	478	168	204	252	274	237
Staphylococcus haemolyticus	0	106	120	105	179	194	253	215	189	389	0	0	0	0	0	0	0	168	155	317	153	129	45	0	103	85	0	385	131	0	0	117	322	164	0	174
Staphylococcus simiae	0	96	155	100	95	124	136	81	95	152	0	0	0	0	0	0	0	0	74	127	155	167	53	0	0	0	92	147	0	0	0	0	229	0	0	0
Staphylococcus pettenkoferi	0	83	135	106	114	158	0	168	197	206	0	0	0	0	0	0	0	0	175	241	154	170	0	0	0	0	115	126	0	0	0	0	276	98	0	110
Staphylococcus simulans	0	78	156	140	116	145	115	180	125	259	0	0	0	0	0	0	0	0	110	278	182	158	44	0	0	0	117	308	100	0	0	119	215	146	0	119
Staphylococcus saprophyticus	0	77	0	0	0	0	0	100	0	147	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0
Staphylococcus hominis	0	75	0	0	205	251	162	235	234	350	0	0	169	58	0	0	120	216	196	390	96	0	84	65	139	103	0	353	299	109	0	124	500	211	0	196
Macrococcus canis	0	89	180	150	122	138	203	161	158	226	134	0	100	0	0	0	0	0	127	228	329	251	53	0	0	0	158	270	0	0	0	122	196	125	0	112
Mammaliicoccus sciuri	0	122	194	147	210	240	0	295	254	393	123	0	147	0	47	0	102	202	262	438	267	194	44	75	151	96	288	375	260	0	92	169	501	204	115	213
Paenibacillus protaetiae	0	98	153	77	0	0	0	0	0	0	0	0	0	58	43	81	0	0	0	0	0	0	55	122	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina ureae	0	77	138	115	884	628	463	3641	156	7672	122	94	114	159	52	77	0	2572	368	6422	223	147	160	106	879	804	129	14341	270	125	268	2481	234	2958	112	2480
Ureibacillus thermosphaericus	0	99	193	149	0	0	0	141	0	312	0	0	0	0	0	0	0	0	0	237	306	206	0	0	0	0	0	536	0	0	0	114	0	143	0	108
Jeotgalibacillus malaysiensis	0	83	127	126	0	0	0	248	0	518	0	0	0	0	0	0	0	192	0	406	238	241	0	0	0	0	92	988	0	0	0	167	0	248	0	169
Viridibacillus sp. JNUCC-6	0	77	146	95	123	142	311	345	0	623	112	0	0	89	0	0	0	259	96	613	164	124	82	0	101	101	95	1222	133	87	0	277	112	344	0	255
Listeria monocytogenes	0	193	347	245	286	374	251	378	366	927	294	108	135	55	32	334	885	1011	316	844	410	329	92	113	636	836	239	1466	252	108	139	228	448	284	245	274
Listeria welshimeri	0	78	127	106	0	0	0	92	0	167	0	0	0	0	0	0	0	0	0	137	123	100	0	0	0	0	0	268	0	0	0	0	0	0	0	99
Listeria ivanovii	0	73	113	104	102	108	109	126	108	228	0	0	0	0	0	0	0	0	113	245	0	0	0	0	0	0	0	194	0	0	0	0	253	0	0	105
Listeria weihenstephanensis	0	69	154	107	0	0	0	0	0	125	0	0	0	0	0	0	0	114	0	131	117	0	0	0	0	99	0	242	0	0	0	0	0	0	0	0
Brochothrix thermosphacta	0	127	188	150	183	93	748	313	100	2560	0	0	0	50	37	1274	4095	4277	488	2075	248	155	69	131	2512	3101	147	4446	658	254	159	337	93	499	345	127
Thermoactinomyces vulgaris	0	119	183	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella nakazawae	0	11035	12480	10650	89615	35329	1135555	144192	76868	67161	125890	42851	313883	17557	65573	52376	58135	71054	141901	172738	246199	121343	2602	11875	5542	1955	234002	24565	53000	24769	298800	68417	105622	47911	591240	61496
Veillonella dispar	0	5268	6391	5539	44781	30672	398784	64775	35691	28098	50948	15876	113027	6560	25162	23082	22654	28576	73414	68686	127593	72029	2367	7383	4009	1796	99381	12196	35809	18109	120036	48708	51330	42618	220093	53418
Veillonella atypica	0	4181	2422	2647	24308	23349	96289	48161	41611	15917	158981	57828	394579	25001	184728	50032	8688	11643	35828	45543	802536	207790	1689	22458	8305	1402	792843	3355	38427	42897	64740	36694	30433	69209	61250	36892
Veillonella rodentium	0	1724	1576	1639	10796	20393	10831	13144	8876	3016	4481	1050	5672	635	2514	2900	2012	2650	13719	8152	24071	23344	1469	3361	2029	958	18571	2638	10939	8230	13960	21223	16415	23639	16950	31280
Dialister pneumosintes	0	849	195	245	107448	111367	365	193239	76112	1049	163	161	16183	3661	3002	4029	591	20740	22826	6874	2111	3004	832	1041	6864	2013	31071	36423	176729	16729	11131	25317	90775	6710	8213	171475
Dialister massiliensis	0	132	138	188	482	139	492	500	399	77	0	0	0	209	893	785	0	0	364	113	0	0	307	1411	532	0	104	0	618	300	88	130	306	304	115	540
Selenomonas sp. oral taxon 478	0	397	244	290	44517	664	0	98909	101867	2453	0	0	491	1075	2599	7862	881	8034	98321	18004	0	548	198	2150	2266	832	1226	213	14088	147756	49313	43177	65276	127108	55809	178203
Selenomonas sp. oral taxon 136	0	371	199	259	45555	741	0	103724	110869	2486	0	147	382	1251	2881	8641	964	8549	103247	17739	0	393	375	2445	2143	834	1029	205	12774	155715	51164	44754	64595	131129	57970	159561
Selenomonas sp. oral taxon 920	0	358	336	340	3552	151	153	8912	9233	200	0	0	100	102	430	654	0	416	7059	2186	0	101	0	185	274	113	619	98	1314	17882	2636	23588	32776	55220	22787	40757
Selenomonas sp. oral taxon 126	0	308	243	323	3640	176	109	9203	8070	198	0	125	112	347	507	855	0	534	8125	2039	0	92	182	437	374	104	545	0	1303	16829	3133	17821	25211	44168	21478	37940
Selenomonas sp. Marseille-Q3039	0	306	268	329	3351	165	107	8216	7870	200	0	89	117	230	355	654	0	495	6869	1855	121	136	142	288	309	90	587	0	1094	14175	2781	15822	22382	37672	15722	29794
Selenomonas sputigena	0	1127	658	1467	88541	11848	273	198189	225397	11062	0	195	332	343	915	2113	435	7119	66095	14885	159	255	215	556	1030	394	1607	1000	63523	64278	10978	57287	136479	384432	87312	153468
Mogibacterium diversum	0	15087	23458	19135	204013	72795	996005	192244	278576	85635	14475	12196	114797	17562	22318	62832	67366	32745	81026	112201	8784	49132	61709	33295	58042	23532	199274	11506	33339	254331	113346	86800	198332	34541	158937	257005
Mogibacterium pumilum	0	1302	1976	1701	63159	11831	324449	65695	83368	33237	1854	2539	7240	4883	6045	13660	21328	10419	29706	35150	2044	3072	21842	11603	17647	7109	11899	4381	12836	17993	23687	26979	67494	8824	22925	74284
Aminipila sp. CBA3637	0	159	163	244	121	0	335	586	303	130	405	0	423	56	51	110	132	132	163	94	91	262	45	0	110	0	187	117	191	160	319	86	286	487	136	163
Aminipila sp. JN-18	0	119	159	153	75	0	0	427	185	78	233	0	256	48	0	102	128	168	117	76	0	103	38	0	99	0	103	112	141	183	191	0	128	393	127	135
Aminipila butyrica	0	148	185	263	0	0	92	625	248	0	377	121	404	126	77	131	0	0	204	94	91	248	68	0	0	0	265	0	0	184	291	86	202	453	106	115
Lachnoanaerobaculum umeaense	0	3120	4477	8834	35474	19837	1485	7640	9538	1047	1093	994	2202	2413	3163	7012	1552	1362	12694	2108	1671	1198	1217	1027	988	567	4139	364	1719	26343	8882	6470	25209	19090	11913	18978
Blautia sp. SC05B48	0	95	119	198	984	375	430	1110	930	93	125	632	207	1116	482	463	0	0	1731	293	250	103	702	680	370	0	296	0	0	1553	257	681	1430	1027	377	1695
Blautia producta	0	124	144	222	981	400	695	767	890	208	0	369	185	712	347	288	0	0	1292	333	130	0	490	413	226	0	216	0	112	900	227	566	1272	652	326	1447
Blautia argi	0	68	0	124	934	344	215	906	896	75	0	622	162	1076	406	387	0	116	1616	355	0	99	662	648	365	102	207	0	248	731	212	651	1335	520	209	1399
Butyrivibrio fibrisolvens	0	215	304	405	1562	899	583	1338	1369	521	265	484	470	797	324	372	180	191	2024	734	470	244	603	571	409	153	570	204	350	1937	338	861	2381	1575	652	2300
Butyrivibrio hungatei	0	70	0	109	526	262	0	450	430	176	0	177	126	410	202	171	0	0	546	255	0	84	198	202	147	0	173	133	107	457	126	242	710	410	194	658
Lacrimispora saccharolytica	0	183	257	390	4162	1435	430	3296	3251	297	122	1955	356	3052	1294	1283	171	176	6514	873	644	211	2080	1992	1041	145	664	107	141	4439	551	2508	5665	2753	1057	6895
Lacrimispora sphenoides	0	97	131	176	729	259	267	909	665	0	134	664	211	1062	453	441	0	0	1472	258	175	111	717	651	338	0	257	0	0	979	225	578	1163	738	229	1184
Lachnoclostridium phytofermentans	0	96	115	135	649	332	487	885	689	238	130	529	205	953	280	305	0	0	1141	430	105	110	661	569	338	75	208	100	202	725	187	507	1155	560	207	1026
[Clostridium] scindens	0	77	0	111	987	315	159	1315	962	95	0	992	137	1528	564	557	0	0	1975	389	133	87	1020	870	530	73	290	0	0	1286	250	734	1592	862	289	1788
[Ruminococcus] gnavus	0	199	277	320	983	429	210	761	766	190	0	397	187	661	271	267	0	0	1397	301	101	95	426	427	230	0	274	0	0	850	202	549	1355	571	281	1523
[Ruminococcus] torques	0	97	167	224	1161	541	501	1010	933	164	175	438	235	765	312	295	0	0	1523	294	345	157	492	470	227	0	330	0	155	1599	230	578	1402	1201	448	1828
Coprococcus comes	0	83	0	143	1000	527	249	947	900	177	113	437	169	603	203	299	0	0	1618	337	218	98	491	385	274	0	342	0	92	1250	206	643	1562	838	364	1963
Roseburia hominis	0	100	106	167	1706	651	257	2297	1616	239	0	1666	184	2738	1079	936	140	0	3631	752	184	0	1680	1625	853	93	298	0	94	2042	360	1346	3061	1364	389	2824
Roseburia intestinalis	0	79	102	182	1678	671	218	2459	1635	272	0	1819	210	3169	1547	949	201	194	3604	885	102	115	1894	1923	1072	151	366	0	206	2253	411	1428	3002	1290	357	2609
Pseudobutyrivibrio xylanivorans	0	164	212	279	1017	527	219	1541	942	247	194	1004	300	1764	1035	583	107	0	1935	570	0	169	1049	980	505	84	281	0	188	1004	314	677	1757	832	275	1380
Anaerostipes hadrus	0	81	141	196	775	382	297	619	636	187	166	179	236	273	119	182	0	113	950	281	233	105	249	200	170	0	299	145	208	980	178	395	971	822	335	1264
Enterocloster bolteae	0	81	127	139	1332	476	277	1751	1277	87	0	1177	179	1840	582	677	151	157	2683	485	303	94	1220	1091	649	120	286	0	142	1817	338	1037	2191	1242	439	2183
Lachnospira eligens	0	96	146	211	908	442	538	715	801	209	186	204	340	522	265	251	452	650	1047	505	258	155	390	328	494	355	378	484	687	1282	303	551	1154	1160	630	1631
Filifactor alocis	0	732	563	792	1684	1127	643	871	749	696	438	184	821	750	411	334	745	875	682	972	241	342	661	350	774	800	1042	926	1593	910	574	500	1936	1923	761	1451
Clostridioides difficile	0	358	404	548	5058	2759	1735	1316	1078	1239	1487	388	1807	494	199	350	467	530	967	1334	1703	2436	532	438	655	1186	4071	1682	1302	650	550	828	4424	1559	1087	2953
Romboutsia sp. CE17	0	89	0	139	104	129	97	97	128	0	372	113	561	47	31	0	111	121	0	97	486	808	47	63	139	174	1024	277	212	92	0	0	180	225	128	173
Peptacetobacter hiranonis	0	176	188	321	149	296	202	259	328	150	1069	267	1282	136	67	85	158	170	119	187	1137	1875	145	129	195	535	2503	576	242	177	114	123	471	566	245	324
Clostridium perfringens	0	70	91	112	27267	15976	79724	18838	8842	401	242	0	474	352	39	101306	53673	85284	260	3686	175	170	718	191	45520	52276	919	97891	509	236	11550	14961	21639	58500	16112	43191
Hungatella hathewayi	0	86	162	214	1832	655	108	2011	1681	147	0	1132	143	1768	598	668	111	0	3347	454	382	0	1144	1053	572	81	322	0	0	2298	314	1194	2771	1480	573	3225
Faecalibacterium prausnitzii	0	193	331	474	7645	3719	833	7195	7258	1823	274	3107	662	5136	2033	2388	419	451	12230	3323	1397	417	3525	3809	2046	344	1632	228	695	8102	1206	4615	11772	5735	2260	12209
[Eubacterium] cellulosolvens	0	87	121	154	1473	771	224	1562	1445	311	0	896	184	1611	643	531	0	0	2663	650	181	88	993	896	523	79	323	0	131	1565	275	960	2429	1165	420	2435
Parvimonas micra	0	6219	3131	3311	82812	3165	2695	27321	6815	2065	6702	2749	2065	2085	2369	1010	773	945	28228	5493	1379	2006	2578	4677	9938	15391	5328	24041	124715	30537	871	8037	56003	127586	238545	126941
Finegoldia magna	0	165	116	147	5705	2452	2099	5234	5399	11065	359	141	659	2268	246	2494	20470	33769	1422	13483	191	255	3603	3244	17001	13848	790	21203	26351	5634	6924	2099	4633	12955	8625	2502
Peptoniphilus harei	0	89	0	0	4404	1809	558	4455	3183	9490	130	0	248	1593	86	1466	16586	23577	991	10680	99	147	2950	2764	14695	11918	422	16865	23319	4039	5479	1439	3200	9037	7082	1484
Erysipelothrix inopinata	0	98	136	131	149	187	155	198	184	234	0	0	0	0	0	0	0	0	181	249	128	93	46	0	0	0	0	0	128	0	0	0	351	100	0	108
Bulleidia sp. zg-1006	0	312	408	487	8894	12451	21120	9339	10961	10470	3824	1072	6182	4563	985	1349	531	924	11505	13187	1315	1368	5804	2789	1569	492	3685	916	5424	3579	2310	5521	21632	7092	3906	7375
Mycoplasma orale	0	235	254	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma salivarium	0	187	170	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hyosynoviae	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hominis	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. oral taxon 014	0	26474	27793	63963	0	0	0	0	0	0	194	0	230	0	0	0	0	0	0	0	1418	330	0	0	0	0	243	0	0	0	0	0	0	0	0	0
Neisseria sp. ZJ785	0	373	269	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. 10022	0	282	177	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria flavescens	0	12991	5888	23325	0	0	401	320	0	218	528	0	708	0	28	0	0	0	0	133	11690	1244	0	0	0	0	809	0	0	0	0	0	0	0	221	0
Neisseria lactamica	0	3489	2004	6855	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	2051	242	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Neisseria cinerea	0	2069	1132	4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria gonorrhoeae	0	1992	1236	4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	118	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Neisseria polysaccharea	0	1018	662	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria brasiliensis	0	400	275	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria animalis	0	361	259	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria musculi	0	280	219	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria zoodegmatis	0	253	183	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria zalophi	0	243	144	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria animaloris	0	240	193	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria weaveri	0	206	130	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria dentiae	0	198	209	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria wadsworthii	0	152	93	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria canis	0	137	132	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria shayeganii	0	111	157	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella exigua	0	295	376	832	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Simonsiella muelleri	0	87	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp. oral taxon 894	0	485	2122	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	95	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus influenzae	0	1860	588	725	268	538	0	100	0	0	0	0	117	0	0	0	0	0	0	0	1321	197	0	0	0	0	634	0	282	130	0	0	203	133	0	218
Haemophilus haemolyticus	0	351	381	541	0	265	0	93	0	0	0	0	0	0	29	0	0	0	0	0	988	134	0	0	0	0	511	0	0	0	0	0	114	0	0	102
Haemophilus sp. oral taxon 036	0	165	144	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0
Haemophilus parahaemolyticus	0	136	164	81	100	155	92	0	84	76	0	0	0	0	0	0	0	0	84	87	148	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Haemophilus pittmaniae	0	136	107	117	0	133	495	129	0	162	897	0	14690	70	125	0	0	0	96	0	5937	8789	0	0	0	0	64588	0	0	0	0	103	0	319	0	243
Aggregatibacter sp. 2125159857	0	511	271	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Aggregatibacter segnis	0	163	97	151	87	123	0	90	110	91	0	0	0	0	0	0	0	0	96	134	307	0	0	0	0	0	347	0	102	0	0	0	184	0	0	0
Glaesserella parasuis	0	76	0	0	0	0	0	73	0	0	0	0	0	94	59	0	0	0	97	0	0	0	50	0	0	0	105	0	0	0	0	0	85	0	0	0
Cardiobacterium hominis	0	7015	16917	16929	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	123	91	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Pseudomonas tolaasii	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	94	0	0	99	0	0	0	0	0	0	0	0	0
Methylomicrobium album	0	122	133	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter concisus	0	9034	3710	16493	100	194	86	4494	171	85	0	0	0	103	0	0	0	0	1074	117	153	0	0	0	0	0	1054	535	87	468	312	399	1480	582	1295	1605
Campylobacter rectus	0	578	368	778	85	0	0	10906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2011	324	0	0	0	3962	359	4564	4326
Campylobacter showae	0	499	203	859	124	0	0	63667	94	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	257	98	406	12166	0	0	98	0	26019	1698	27387	27637
Campylobacter gracilis	0	489	235	544	2573	0	0	3520	1979	0	0	0	0	0	40	828	111	655	245	216	0	0	0	0	0	0	197	185	318	1038	638	123	4446	553	1449	2169
Sorangium cellulosum	0	73	140	128	84	0	126	123	125	0	0	0	0	0	35	0	0	0	83	114	0	0	40	0	0	0	0	0	0	98	92	101	102	155	0	103
Sphingopyxis sp. EG6	0	105	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Asticcacaulis excentricus	0	131	0	0	0	0	0	0	0	0	0	0	105	47	53	0	0	0	0	0	0	0	0	0	0	0	345	0	0	74	0	0	0	0	0	0
Prevotella melaninogenica	0	38025	32214	79811	149699	87563	4210	54421	108791	5967	302060	276127	1483719	1552016	220346	292689	15452	13402	124844	39013	60078	379571	91302	168253	120106	31892	207851	2605	929	1350443	49816	832893	175398	183308	117078	566158
Prevotella intermedia	0	34373	9452	18314	14298	8651	49037	15693	39944	617	5830	15234	28664	83357	63761	93551	3925	1237	52840	3716	1663	10835	46718	129503	38101	3756	11480	346	4693	37216	1274	60271	42688	144213	16794	32111
Prevotella denticola	0	14237	10824	32429	8609	1947	5784	26803	18358	6364	10701	260114	59610	771592	773090	609493	11698	2872	47027	5534	688	17325	110214	521769	70313	11986	50532	136	933	110914	2180	282598	83628	75339	12738	97580
Prevotella sp. oral taxon 299	0	9702	3789	7263	1118	793	1383	1755	3673	79	15397	2427	9581	8686	3983	6321	393	177	3633	333	9532	33797	2867	8321	2657	328	4020	0	286	6247	280	6656	4794	13818	1421	4652
Prevotella sp. WR041	0	102	113	233	252	206	119	432	1533	0	373	376	2232	3081	1546	3894	248	0	984	0	0	781	2622	6513	2057	157	840	0	0	977	0	1151	1809	2602	340	1792
Prevotella jejuni	0	3301	2417	6900	10344	5206	3477	4649	11332	399	18216	16178	84462	84874	13890	18737	1050	781	11230	2470	3887	23843	6950	14262	7857	2012	12551	178	436	71612	2840	46340	13611	21457	7606	34835
Prevotella enoeca	0	2618	2709	4007	6423	5818	23226	11423	20548	232	1201	3425	7615	20657	14303	25459	1363	480	24958	1694	229	2353	13276	34058	12448	1570	2708	136	1242	19330	523	37189	27717	61422	7423	14039
Prevotella scopos	0	1962	1616	4315	8036	4973	2715	4082	10200	396	13453	14995	74710	81086	13641	19140	1075	862	9781	2051	2457	15502	5848	12594	7043	1761	10961	161	364	69704	2676	45000	12560	18221	7048	30275
Prevotella fusca	0	963	827	2099	3298	2042	4531	2599	5071	158	3892	6303	22283	33392	12849	15102	607	323	6693	920	663	4446	5197	14579	4796	837	3615	0	349	23565	829	19018	6690	14021	3231	11046
Prevotella dentalis	0	365	432	713	858	648	1304	1580	2516	74	976	1097	3579	28074	16061	41368	1794	386	3025	230	93	1470	29305	75411	21302	1387	1717	0	82	2357	132	4038	4253	9853	1039	3065
Prevotella ruminicola	0	150	262	531	114	106	0	317	561	0	240	200	888	2966	1675	4464	205	0	401	74	0	348	3204	8041	2364	172	384	0	0	388	0	512	748	1365	146	667
Prevotella copri	0	120	173	381	419	245	0	817	1246	0	370	569	1722	7743	4051	10436	462	111	903	147	0	519	7491	18428	5720	371	665	0	0	1304	99	1747	1855	3133	337	1604
