Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
SYN017.F	SYN017.F0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.F0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.F0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN017.F	SYN017.F0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.F0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.F0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN017.G	SYN017.G0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN017.G	SYN017.G0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN017.G	SYN017.G0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN017.G	SYN017.G0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN017.G0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN018.C	SYN018.C0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN018.C	SYN018.C0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN018.C	SYN018.C0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN018.C	SYN018.C0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.C0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN018.H	SYN018.H0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN018.H	SYN018.H0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN018.H	SYN018.H0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN018.H	SYN018.H0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.H0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN018.I	SYN018.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN018.I	SYN018.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN018.I	SYN018.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN018.I	SYN018.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN018.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN019.I	SYN019.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN019.I	SYN019.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN019.I	SYN019.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN019.I	SYN019.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN019.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN021.I	SYN021.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN021.I	SYN021.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN021.I	SYN021.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN021.I	SYN021.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN021.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN022.I	SYN022.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN022.I	SYN022.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN022.I	SYN022.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN022.I	SYN022.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN022.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN023.I	SYN023.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN023.I	SYN023.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN023.I	SYN023.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN023.I	SYN023.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN023.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN025.I	SYN025.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN025.I	SYN025.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN025.I	SYN025.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN025.I	SYN025.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN025.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN026.I	SYN026.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN026.I	SYN026.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN026.I	SYN026.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN026.I	SYN026.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN026.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
SYN028.I	SYN028.I0101	1	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L001_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L001_R2_001.fastq.gz	NA
SYN028.I	SYN028.I0101	2	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L002_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L002_R2_001.fastq.gz	NA
SYN028.I	SYN028.I0101	3	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L003_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L003_R2_001.fastq.gz	NA
SYN028.I	SYN028.I0101	4	2	PE	Human	double	none	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L004_R1_001.fastq.gz	/home/bartholdybp/data/eager_test/input_data/SYN028.I0101.SG1.1_S0_L004_R2_001.fastq.gz	NA
