species	PC1	PC2	PC3
Enterobacter cancerogenus	0.014140488662718076	-0.012557663826152825	0.0014330234148669438
Corynebacterium tuberculostearicum	-0.014121677345153277	-0.008123959855097361	0.002538821918309118
Tetrasphaera sp. HKS02	-0.014120846645108431	0.012486426633189773	-0.040255626511634585
Chryseobacterium carnipullorum	-0.01408311442301381	-0.03350002342483774	0.03154238596060615
Kutzneria albida	-0.013912252460700655	0.01758522157747418	-0.040926587708325135
Bibersteinia trehalosi	-0.013864756492507856	-0.04238673056823551	0.03895778510579707
Streptosporangium roseum	-0.013845938794048256	0.010535936951032257	-0.03319223808327407
Avibacterium volantium	-0.013823857093376152	-0.035648698168950436	0.033533032641748235
Selenomonas sp. oral taxon 136	-0.013755617682592517	0.10013851936666206	0.07056013160382496
Bacteroides helcogenes	-0.013691770382708982	0.047354438349392604	0.031162793849616247
Fusobacterium periodonticum	-0.013652345469481209	-0.08073325672369351	0.028755921878577638
Serinicoccus hydrothermalis	-0.01365004982611323	0.004825911352907889	-0.037015715025505484
Kocuria varians	-0.013613820096625139	0.011403139060261542	-0.03606306432903261
Microbacterium lemovicicum	-0.01360670133899429	0.013587795944130168	-0.041434928498855245
Mycolicibacterium aurum	-0.013592151884708107	0.011676689559316849	-0.040940831835142286
Alistipes communis	-0.013530131549659484	0.05742149163882994	0.03984149956786927
Leifsonia sp. PS1209	-0.013493735979858758	0.009801372958216543	-0.03202829590161075
Paraburkholderia xenovorans	0.01347205743606223	0.005911117250415792	0.0062286728994933645
Nocardia farcinica	-0.013459425554894275	0.011125455559941443	-0.039588853806656284
Aquimarina sp. BL5	0.013456641544347923	0.002654217351155315	0.012948673096198184
Microbacterium testaceum	-0.013372016990367249	0.012155163912428922	-0.02954540769952543
Clostridium carboxidivorans	0.013335899693773546	0.002594454541605823	0.023149993019556007
Paenibacillus guangzhouensis	0.01332554522297427	-0.00862798769415675	0.0054527594058920124
Glutamicibacter creatinolyticus	-0.013310850813911076	0.012635451945209188	-0.03615830986011394
Paenibacillus baekrokdamisoli	0.013303234923407433	-0.008656914045356465	0.0056009245499047235
Vitreoscilla filiformis	-0.013284745469403392	-0.009054346610090724	-0.018112808449785606
Variovorax sp. HW608	-0.01328361778416527	-0.0022594342063136544	-0.028221206501069296
Flavobacterium gilvum	0.013261042857833921	-0.008687125865702415	0.005588066976623512
Tepidanaerobacter acetatoxydans	0.013258209042948289	-0.008676613359963142	0.005437136749256947
Gordonia iterans	-0.013254506642423367	0.005474716161868658	-0.025968406284604333
Actinomadura sp. NAK00032	-0.013228993208479062	0.017041904681988768	-0.03976307098642103
Filifactor alocis	-0.013223459803730256	0.03615645467076151	0.017971344044128066
Phocaeicola dorei	-0.013205801377362545	0.03789068622405467	0.04931006394799441
Aequorivita sublithincola	0.013205528950826925	-0.008726876851163766	0.005571149716997402
Pantoea sp. CCBC3-3-1	0.013199822567215616	-0.00873096293308809	0.005569410758630332
Brachyspira murdochii	0.013167351382952091	-0.00874222465851351	0.005416056877719266
Cohnella sp. MFER-1	0.013126891630774034	-0.00877144197359228	0.0054066698169211325
Campylobacter jejuni	0.013104989207790593	-0.007792715304390346	0.010157543190540496
Acinetobacter bereziniae	0.013094761838068139	-0.008794643951517704	0.005399215388722113
Clostridium drakei	0.013082038894604936	-0.008803831606604117	0.005396263540591789
Desulfotalea psychrophila	0.013072594034171324	-0.008822065502515878	0.005530639246384071
Pedobacter sp. SW-16	0.013035549782109747	-0.00884859120759624	0.005519350413304789
Moorella glycerini	0.013031721710207054	-0.00884016729704433	0.005384589458480389
Muribaculum gordoncarteri	-0.013021114891348313	0.036393141682807974	0.04435200516931596
Altererythrobacter epoxidivorans	0.013016865152526707	-0.008850895704989642	0.0053811425908480166
Corynebacterium flavescens	-0.01299945058865277	-0.018078946518120944	-0.014008316888036115
Paenibacillus sp. FSL R7-0331	0.012994774405999474	-0.008877788601012205	0.0055069245607355785
Algibacter sp. L3A6	0.012985127604097469	-0.008884696237365503	0.005503984802733728
Elusimicrobium minutum	0.012977901092187265	-0.008590010843018085	0.007097321893764451
Chryseobacterium sp. SNU WT5	-0.012945685196387518	-0.04016233612986613	0.03489119646214133
Jiangella alkaliphila	-0.012908848327912234	0.01667924580470935	-0.038990850069481255
Microbacterium sp. Se63.02b	0.012870871373715462	0.009080504069875922	2.6468264563833546e-4
Campylobacter coli	0.012858849023733028	-0.008002486082347634	0.00973278236453047
Rhodoferax antarcticus	-0.01284312463219814	0.011602481418655655	-0.038219268165668126
Delftia acidovorans	-0.012825518089589654	0.002796703981487505	-0.028010377397242957
Campylobacter pinnipediorum	0.01275769064871752	-0.008369083527391994	0.01140951296565813
Acetivibrio saccincola	0.012754111963385066	-0.00871730400891617	0.007250216309004471
Sphingorhabdus sp. YGSMI21	0.012753455993549555	-0.006329299675513595	0.0063348351554594565
Campylobacter ureolyticus	0.012743125938779158	-0.004144548611294462	0.028436874961526734
Thermobacillus composti	0.012739639909020564	-0.00636331526894305	0.006322634057567111
Devosia ginsengisoli	0.012736095928237781	-0.006372040650521042	0.006319504338986666
Bradyrhizobium sp.	0.012736095928237781	-0.006372040650521042	0.006319504338986666
Martelella mediterranea	0.012732514444316577	-0.006380858365893453	0.006316341501076203
Selenomonas sp. oral taxon 478	-0.012731004074886794	0.10418354987346037	0.07383861194814915
Alcanivorax dieselolei	0.012728894655028097	-0.0063897703901705915	0.006313144835380814
Sphingomonas sp. PAMC26645	0.012710191163225564	-0.006435818919443229	0.0062966276279236184
Paenibacillus sp. BIHB4019	0.012708042268616495	-0.00617742734974807	0.00730783371315445
Blautia producta	0.012695641602178493	0.07362661837954051	0.03830356163702273
Granulicella tundricola	0.012695373191164996	-0.0062108266361031745	0.007288163420809362
Mycolicibacterium aichiense	0.01269444660013268	-0.006474582481997319	0.0062827234747487165
Ensifer sojae	0.012690393293336155	-0.0064845618387207255	0.006279143966176055
Tumebacillus algifaecis	0.012686290854352238	-0.006494662160288197	0.006275521068564568
Trueperella sp. 19M2397	-0.01268593339614999	0.0045467306618957645	-0.01478183529862156
Amycolatopsis sp. BJA-103	0.01266276849673978	0.008696233852384829	9.921843780011743e-4
Bradyrhizobium guangzhouense	0.01266057364660293	-0.006557978657889687	0.0062528099908631535
Alistipes megaguti	-0.012655175881348847	0.016695697873690116	0.033650837733908
Parvimonas micra	-0.01260403927622354	0.05577919113180196	0.044778370838668605
Actinomadura sp. WMMB 499	-0.012589302702969717	0.01632029527562659	-0.0384739750085615
Campylobacter hominis	0.01258246606873187	-1.2548156004076765e-4	0.032538706342372006
Pseudoalteromonas phenolica	0.012544251947997694	-0.005928302676052086	0.007170323383889909
Methylobacterium terrae	0.012531970875338217	-0.006105689244002903	0.0063514931346977214
Sphingopyxis sp. PAMC25046	0.012531970875338217	-0.006105689244002903	0.0063514931346977214
Bradyrhizobium symbiodeficiens	0.012514501445596845	-0.006158745292831843	0.006333292657540251
Mycobacterium parmense	0.012495946280290781	-0.006215098807003878	0.006313961009781519
Sphingomonas sp. HDW15B	0.01249261773497829	-0.006090480288531125	0.007085685881124938
Pirellula sp. SH-Sr6A	0.012488834121592669	-0.0061023642187692595	0.0070794838772662416
Hyphomicrobium denitrificans	0.012485001686043024	-0.0061144014942708155	0.007073201845344744
Rhizobium sp. BG4	0.012480224645408492	-0.006262846663707523	0.006297581467873775
Saccharothrix sp. 6-C	-0.012461060383076596	0.01559557384532287	-0.031201513446159523
Koleobacter methoxysyntrophicus	0.012456693644408288	-0.006203314064789778	0.007026800015782032
Psychrobacter sp. DAB_AL43B	0.01245330535945089	-0.00855132773036855	0.009467800315491551
Mesorhizobium sp. 8	0.012448084066686566	-0.006230355839568773	0.0070126874126141756
Symmachiella dynata	0.012373463782334334	-0.006073652925500313	0.0074023710933643384
Flavobacterium faecale	0.01236376734337347	-0.01091108479399651	0.00978323048356849
Pseudomonas arsenicoxydans	0.012252817466137546	-0.006068277263222514	0.00803535114321779
Chryseobacterium sp. 3008163	-0.012250486516743833	-0.03120896573892943	0.0387556807873794
Chryseobacterium sp. G0201	-0.012180184925424895	-0.03312393028009741	0.02896656722794974
Rosistilla carotiformis	0.012172386389450195	-0.008014823308827803	0.005178706962258374
Nocardioides sp. 603	-0.012150890780658974	0.015259009148630905	-0.03754188000309539
Hydrogenophaga sp. PBC	-0.01214456157369878	0.009783283325023501	-0.025632828768093842
Sinorhizobium fredii	0.012142273069076313	0.03291423943964834	-0.0036055215457595708
Desulfitobacterium dichloroeliminans	0.01212745826424833	-0.006317832264866464	0.00833157434156016
Microbacterium oryzae	0.012065182469419344	0.01759443552128154	0.0018664172381577361
Brachyspira pilosicoli	0.012062110353273054	-0.008673206402962829	0.006504878863801466
Streptomyces sp. SCUT-3	-0.012050300269198615	0.010539189744882854	-0.04455314991056463
Trueperella bialowiezensis	-0.011997240396990272	0.019972674490347057	-0.01707079049623455
Melittangium boletus	0.011932625635022183	0.00661212245290573	0.002034465712529827
Nocardia terpenica	-0.011917962265768162	0.039318904938507364	-0.028811999461941844
Pseudonocardia broussonetiae	-0.01191176808326713	0.013131346410202511	-0.04238977764382179
Kaistella carnis	-0.011893545800904825	-0.035774598913746104	0.03076800967382907
Sinomonas sp. R1AF57	-0.011885049189430088	0.01728879069931916	-0.03990979251346078
Hydrogenophaga sp. PBL-H3	-0.011874861421153427	0.003350729639009573	-0.028694585486931132
Serinicoccus marinus	-0.011820755846559243	0.00899484642994334	-0.029338036151227653
Bifidobacterium choerinum	0.01180926076113126	0.04693065185378478	-0.003682410147382909
Tumebacillus avium	0.011758777169438284	0.009307105954900282	-0.0047818154849924846
Microbacterium sp. NY27	-0.011737299013556055	0.008235329322052202	-0.027122715273690083
Chryseobacterium bernardetii	-0.011694495132040118	-0.0272296188924045	0.02698329740423613
Desulfatibacillum aliphaticivorans	0.011688097746583442	0.009415511151974301	0.0043241523840831814
Humisphaera borealis	0.011647247974679812	-0.0054850962105678774	0.005933990761613134
Microbacterium sp. WY121	-0.011607352822889327	0.010553500769839049	-0.029829671431668963
Mucilaginibacter ginsenosidivorax	0.011590376039056417	-0.0052488465213031445	0.009328585932048277
Mesorhizobium sp. N3	0.011588942144598047	0.0035759941355618637	0.0014590299341082653
Polaribacter reichenbachii	0.011560993437864892	-0.01001784427672418	0.00792272487088425
Phreatobacter stygius	0.011512114251954772	-0.013308406513140093	0.005940407508948959
Nitrosospira multiformis	0.011508491154427494	-0.01003917945525211	0.007497665305234908
Pedobacter sp. PACM 27299	0.011508491154427494	-0.01003917945525211	0.007497665305234908
Geobacter sp. M18	0.011476953722716862	0.017311834943899165	-0.0015815092117509716
Pelosinus sp. UFO1	0.011440555790796536	-0.00854214107620199	0.017005098025168006
Glaesserella sp. 15-184	-0.011436807762671187	-0.04679451832259467	0.041783317220686046
Acetivibrio thermocellus	0.011433949822672169	0.013274377151171763	0.015959885230909295
Streptococcus intermedius	0.011405686227025064	-0.004754517826588715	0.005498752528670027
Saccharothrix syringae	-0.011397418583963759	0.018170157783220613	-0.038167765678263736
Thermus thermophilus	0.011380492931294289	-0.010968063502553721	0.004883528818469689
Acholeplasma palmae	0.011370541453338719	-0.010925102519987004	0.004887543229945247
Micromonospora carbonacea	-0.011330887266654634	0.015203232354369156	-0.03286501371936639
Aminipila sp. CBA3637	0.01131549835509616	0.06148290214393009	0.026146942729169734
Mycetocola zhujimingii	0.011279335423264755	0.009742181155836622	0.0018212973772275807
Microbacterium sp. CBA3102	0.011262320841962188	0.02361110386266409	0.004658906141069757
Akkermansia muciniphila	0.011257735910004887	0.04393778109131878	0.03034083852036781
Biomaibacter acetigenes	0.011235237849615538	0.01252772354874676	-0.0037649360547589816
Roseivirga pacifica	0.011224603368985231	-0.009229072280419774	0.012211734432412531
Bacteroides ovatus	-0.011214896740791376	0.01826864093983709	0.04186488675812708
Paraburkholderia sp. Msb3	0.011194849626866408	-0.010166632921009808	0.004958417052657912
Zymomonas mobilis	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Sphingosinithalassobacter sp. zrk23	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Janibacter sp. YB324	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Pseudarthrobacter sp. NIBRBAC000502772	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Pseudarthrobacter sp. NIBRBAC000502771	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Flavobacterium crocinum	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Mucilaginibacter gotjawali	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Olivibacter sp. SDN3	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Paenibacillus sp. FSL R5-0912	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Bradyrhizobium sp. CCBAU 51765	0.011194849626866408	-0.01016663292100981	0.004958417052657913
Bosea sp. F3-2	0.011194849626866408	-0.01016663292100981	0.004958417052657913
[Enterobacter] lignolyticus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Buttiauxella sp. 3AFRM03	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rahnella sp. ERMR1:05	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ewingella americana	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Dickeya paradisiaca	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Lysobacter maris	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Lysobacter gummosus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Lysobacter arenosi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Xanthomonas theicola	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Xanthomonas citri	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Xanthomonas fragariae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Xanthomonas hortorum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Xanthomonas sacchari	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Stenotrophomonas sp. LM091	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Luteimonas sp. MC1825	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Luteimonas granuli	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Thermomonas sp. SY21	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhodanobacter sp. FDAARGOS 1247	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Dyella japonica	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Dyella sp. G9	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Luteibacter rhizovicinus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas cedrina	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sp. K2W31S-8	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sp. TUM18999	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sp. ATCC 13867	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sp. MPC6	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sp. PDNC002	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas asturiensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas xanthomarina	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas multiresinivorans	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas furukawaii	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sabulinigri	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas silesiensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas parafulva	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas granadensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas sihuiensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pseudomonas reinekei	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Acinetobacter sp. YH12138	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Acinetobacter sp. ACNIH2	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Acinetobacter seifertii	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Marinobacter sp. Arc7-DN-1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Agarivorans gilvus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ferrimonas balearica	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Marinobacterium aestuarii	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Gynuella sunshinyii	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Acidihalobacter yilgarnenesis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Thioalkalivibrio versutus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Thioalkalivibrio sp. K90mix	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sulfuriflexus mobilis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Wenzhouxiangella sp. AB-CW3	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Vibrio fluvialis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Dongshaea marina	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Cellvibrio sp. KY-GH-1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Burkholderia lata	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Burkholderia sp. CCGE1003	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paraburkholderia acidiphila	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paraburkholderia sprentiae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Caballeronia insecticola	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Massilia sp. CCM 8941	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Massilia violaceinigra	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Oxalobacter formigenes	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sutterella megalosphaeroides	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Nitrosospira lacus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Usitatibacter palustris	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylophilus sp. TWE2	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Gallionella capsiferriformans	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Azospira oryzae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium sp. CCBAU 51753	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium sp. ORS 278	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium sp. CCGE-LA001	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium sp. CCBAU 051011	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium vignae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium japonicum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium icense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium lablabi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium canariense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium paxllaeri	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium guangdongense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium zhanjiangense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium guangxiense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium genosp. L	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium cosmicum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium genosp. B	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bradyrhizobium oligotrophicum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bosea sp. PAMC 26642	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Bosea vaviloviae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Afipia carboxidovorans	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Afipia sp. GAS231	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Variibacter gotjawalensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhizobium tropici	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhizobium pusense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhizobium lentis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhizobium rhizoryzae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhizobium lusitanum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sinorhizobium sp. RAC02	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sinorhizobium sp. BG8	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sinorhizobium americanum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ensifer mexicanus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ensifer alkalisoli	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ensifer sp. PDNC004	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. J8	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. 131-2-1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. 113-3-9	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. Pch-S	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium opportunistum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium amorphae	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Mesorhizobium australicum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Aminobacter sp. MSH1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Hoeflea sp. IMCC20628	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Hoeflea phototrophica	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Nitratireductor sp. OM-1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Phyllobacterium zundukense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Youhaiella tibetensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Blastochloris tepida	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylobacterium currus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylobacterium indicum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Starkeya sp. ORNL1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylocystis rosea	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylocystis bryophila	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylosinus sp. C49	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Brucella anthropi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Brucella pseudogrignonensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Methylocella silvestris	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Aureimonas sp. AU20	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Chelatococcus sp. CO-6	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Labrenzia sp. THAF82	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Breoghania sp. L-A4	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas sp. LM7	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas sp. Cra20	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas sp. KC8	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas sp. DH-S5	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas alpina	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas wittichii	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingomonas panacis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingopyxis sp. 113P3	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingopyxis sp. OPL5	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingopyxis fribergensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingopyxis macrogoltabida	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingopyxis alaskensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingobium sp. KCTC 72723	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingobium amiense	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingobium baderi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Novosphingobium sp. P6W	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Novosphingobium sp. PP1Y	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Novosphingobium ginsenosidimutans	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Blastomonas fulva	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Allosphingosinicella indica	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Erythrobacter sp. KY5	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Porphyrobacter sp. LM 6	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Qipengyuania flava	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Qipengyuania sediminis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Tsuneonella dongtanensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paraurantiacibacter namhicola	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Sphingosinicella sp. UDD2	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paracoccus sp. MC1862	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paracoccus sanguinis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Paracoccus zhejiangensis	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Rhodobacter capsulatus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Roseivivax sp. THAF30	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Thioclava nitratireducens	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Salipiger profundus	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Yangia sp. CCB-MM3	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Defluviimonas alba	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pelagovum pacificum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Roseicitreum antarcticum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pontivivens sp. MT2928	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Brevirhabdus pacifica	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Silicimonas algicola	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Pelagibaca abyssi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Ketogulonicigenium vulgare	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Azospirillum ramasamyi	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Azospirillum thermophilum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Magnetospirillum sp. XM-1	0.011194849626866404	-0.01016663292100981	0.004958417052657911
Magnetospirillum magneticum	0.011194849626866404	-0.01016663292100981	0.004958417052657911
