species	PC1	PC2
Magnetospirillum magneticum	0.005087940263731481	0.021006897621014247
Paenibacillus guangzhouensis	0.00487852443973659	0.020252627882375814
Campylobacter showae	0.004816465735715803	-0.15090473276492322
Tepidanaerobacter acetatoxydans	0.004761673905474073	0.020044365510548074
Pelosinus sp. UFO1	0.004756776309224992	0.020035636538810585
Actinobacillus suis	-0.004708109440629045	0.018342353567064245
Elusimicrobium minutum	0.004705868788840751	0.019944904211346228
Aminipila sp. JN-18	-0.0045880488585801965	-0.04556610334933685
Campylobacter coli	0.004560127830270229	0.019685150519196608
Cloacibacterium normanense	0.004553634617949332	0.019673577685514105
Cohnella sp. MFER-1	0.004533794780691323	0.019638217200514126
Clostridium drakei	0.004455960454739475	0.019499493304772852
Actinomyces sp. ZJ750	-0.004445789560090146	-0.11287778705014101
Brachyspira pilosicoli	0.004385330188338036	0.019373609183690937
Acetivibrio saccincola	0.004368643504517313	0.019343868555011946
Moorella glycerini	0.004368643504517313	0.019343868555011946
Treponema succinifaciens	0.004334058734360096	0.019282228218427115
Caulobacter sp. FWC26	-0.004101963371634969	0.017860693043786013
Labilibaculum antarcticum	-0.004063183623476428	0.004868471939480687
Actinomyces viscosus	-0.004054996895632014	-0.10619876066860662
Actinomyces qiguomingii	-0.004018295929079887	-0.11892309475798522
Cutibacterium avidum	-0.0029576439198635497	-0.10200867203516217
Alistipes dispar	-0.0027060275703261086	-0.003510202594717079
Campylobacter jejuni	0.0025727256985036482	0.02754462237020523
Paenibacillus baekrokdamisoli	0.0025107070662427856	0.02692598048625439
Flavobacterium gilvum	0.002484098825702207	0.02666056070099689
Chryseobacterium sp. T16E-39	0.002468024099060781	0.026500213740560604
Arcanobacterium haemolyticum	-0.0024061975398103628	-0.02862033041961213
Actinobacillus delphinicola	0.0023978170827174713	0.025799891929616688
Pedobacter sp. SW-16	0.0023418926094966913	0.025242039874338547
Leptotrichia sp. oral taxon 847	0.002330781994574752	0.025131210410730735
Paenibacillus sp. FSL R7-0331	0.002316177797933734	0.02498553212995883
Actinomyces slackii	-0.0020335161144846934	-0.13048617244708027
Schaalia cardiffensis	-0.0012615631404750993	-0.09143322237729044
Acidovorax sp. T1	0.0011810631542887395	0.01366265324590014
Acidovorax carolinensis	0.0011810631542887395	0.01366265324590014
Acidovorax cattleyae	0.0011810631542887395	0.01366265324590014
Bradyrhizobium sp. ORS 278	0.0011810631542887395	0.01366265324590014
Bradyrhizobium sp. CCGE-LA001	0.0011810631542887395	0.01366265324590014
Bradyrhizobium sp. CCBAU 051011	0.0011810631542887395	0.01366265324590014
Stigmatella aurantiaca	0.0011810631542887395	0.01366265324590014
Anaeromyxobacter sp. Fw109-5	0.0011810631542887395	0.01366265324590014
Candidatus Arthromitus sp. SFB-rat-Yit	0.0011810631542887395	0.01366265324590014
Salinibacterium sp. UTAS2018	0.0011810631542887395	0.01366265324590014
Salinibacterium sp. ZJ70	0.0011810631542887395	0.01366265324590014
Agromyces sp. HY052	0.0011810631542887395	0.01366265324590014
Mycolicibacterium gilvum	0.0011810631542887395	0.01366265324590014
Mycolicibacterium chubuense	0.0011810631542887395	0.01366265324590014
Mycolicibacterium phlei	0.0011810631542887395	0.01366265324590014
Gordonia sp. YC-JH1	0.0011810631542887395	0.01366265324590014
Gordonia sp. KTR9	0.0011810631542887395	0.01366265324590014
Pseudonocardia autotrophica	0.0011810631542887395	0.01366265324590014
Amycolatopsis sp. Hca4	0.0011810631542887395	0.01366265324590014
Methanobrevibacter smithii	0.0011810631542887395	0.01366265324590014
Cellulosimicrobium cellulans	0.0011810631542887395	0.01366265324590014
Pseudomonas trivialis	0.0011810631542887395	0.01366265324590014
Pseudomonas simiae	0.0011810631542887395	0.01366265324590014
Eubacterium maltosivorans	0.0011810631542887395	0.01366265324590014
Haemophilus aegyptius	0.0011810631542887395	0.01366265324590014
Cronobacter sakazakii	0.0011810631542887376	0.01366265324590014
Lysobacter solisilvae	0.0011810631542887376	0.01366265324590014
Xanthomonas citri	0.0011810631542887376	0.01366265324590014
Xanthomonas hortorum	0.0011810631542887376	0.01366265324590014
Xanthomonas arboricola	0.0011810631542887376	0.01366265324590014
Xanthomonas vesicatoria	0.0011810631542887376	0.01366265324590014
Stenotrophomonas sp. LM091	0.0011810631542887376	0.01366265324590014
Dyella thiooxydans	0.0011810631542887376	0.01366265324590014
Pseudomonas rhodesiae	0.0011810631542887376	0.01366265324590014
Pseudomonas poae	0.0011810631542887376	0.01366265324590014
Pseudomonas sp. K2W31S-8	0.0011810631542887376	0.01366265324590014
Pseudomonas sp. TUM18999	0.0011810631542887376	0.01366265324590014
Pseudomonas sp. DG56-2	0.0011810631542887376	0.01366265324590014
Pseudomonas sp. LG1E9	0.0011810631542887376	0.01366265324590014
Pseudomonas fulva	0.0011810631542887376	0.01366265324590014
Pseudomonas xanthomarina	0.0011810631542887376	0.01366265324590014
Pseudomonas lundensis	0.0011810631542887376	0.01366265324590014
Pseudomonas alcaligenes	0.0011810631542887376	0.01366265324590014
Pseudomonas parafulva	0.0011810631542887376	0.01366265324590014
Pseudomonas extremaustralis	0.0011810631542887376	0.01366265324590014
Pseudomonas rhizosphaerae	0.0011810631542887376	0.01366265324590014
Pseudomonas taetrolens	0.0011810631542887376	0.01366265324590014
Pseudomonas koreensis	0.0011810631542887376	0.01366265324590014
Moraxella catarrhalis	0.0011810631542887376	0.01366265324590014
Moraxella osloensis	0.0011810631542887376	0.01366265324590014
Acidihalobacter ferrooxydans	0.0011810631542887376	0.01366265324590014
Glaesserella sp. 15-184	0.0011810631542887376	0.01366265324590014
Actinobacillus equuli	0.0011810631542887376	0.01366265324590014
Methylococcus capsulatus	0.0011810631542887376	0.01366265324590014
Burkholderia gladioli	0.0011810631542887376	0.01366265324590014
Cupriavidus necator	0.0011810631542887376	0.01366265324590014
Cupriavidus campinensis	0.0011810631542887376	0.01366265324590014
Cupriavidus basilensis	0.0011810631542887376	0.01366265324590014
Cupriavidus metallidurans	0.0011810631542887376	0.01366265324590014
Cupriavidus pinatubonensis	0.0011810631542887376	0.01366265324590014
Paraburkholderia acidiphila	0.0011810631542887376	0.01366265324590014
Paraburkholderia phenoliruptrix	0.0011810631542887376	0.01366265324590014
Pandoraea thiooxydans	0.0011810631542887376	0.01366265324590014
Caballeronia insecticola	0.0011810631542887376	0.01366265324590014
Variovorax sp. HW608	0.0011810631542887376	0.01366265324590014
Variovorax sp. WDL1	0.0011810631542887376	0.01366265324590014
Variovorax sp. RKNM96	0.0011810631542887376	0.01366265324590014
Variovorax sp. PBL-H6	0.0011810631542887376	0.01366265324590014
Variovorax sp. RA8	0.0011810631542887376	0.01366265324590014
Variovorax sp. PAMC 28711	0.0011810631542887376	0.01366265324590014
Variovorax boronicumulans	0.0011810631542887376	0.01366265324590014
Hydrogenophaga sp. PBL-H3	0.0011810631542887376	0.01366265324590014
Hydrogenophaga sp. RAC07	0.0011810631542887376	0.01366265324590014
Hydrogenophaga sp. NH-16	0.0011810631542887376	0.01366265324590014
Hydrogenophaga sp. BPS33	0.0011810631542887376	0.01366265324590014
Hydrogenophaga crassostreae	0.0011810631542887376	0.01366265324590014
Acidovorax sp. 1608163	0.0011810631542887376	0.01366265324590014
Acidovorax sp. JMULE5	0.0011810631542887376	0.01366265324590014
Acidovorax sp. RAC01	0.0011810631542887376	0.01366265324590014
Acidovorax citrulli	0.0011810631542887376	0.01366265324590014
Rhodoferax sp. BAB1	0.0011810631542887376	0.01366265324590014
Rhodoferax antarcticus	0.0011810631542887376	0.01366265324590014
Rhodoferax saidenbachensis	0.0011810631542887376	0.01366265324590014
Rhodoferax koreense	0.0011810631542887376	0.01366265324590014
Rhodoferax ferrireducens	0.0011810631542887376	0.01366265324590014
Comamonas testosteroni	0.0011810631542887376	0.01366265324590014
Comamonas serinivorans	0.0011810631542887376	0.01366265324590014
Comamonas sp. NLF-7-7	0.0011810631542887376	0.01366265324590014
Delftia acidovorans	0.0011810631542887376	0.01366265324590014
Diaphorobacter sp. HDW4A	0.0011810631542887376	0.01366265324590014
Diaphorobacter sp. HDW4B	0.0011810631542887376	0.01366265324590014
Diaphorobacter ruginosibacter	0.0011810631542887376	0.01366265324590014
Pulveribacter suum	0.0011810631542887376	0.01366265324590014
Serpentinomonas mccroryi	0.0011810631542887376	0.01366265324590014
Curvibacter sp. AEP1-3	0.0011810631542887376	0.01366265324590014
Alicycliphilus denitrificans	0.0011810631542887376	0.01366265324590014
Bordetella flabilis	0.0011810631542887376	0.01366265324590014
Bordetella bronchialis	0.0011810631542887376	0.01366265324590014
Bordetella trematum	0.0011810631542887376	0.01366265324590014
Bordetella petrii	0.0011810631542887376	0.01366265324590014
Achromobacter xylosoxidans	0.0011810631542887376	0.01366265324590014
Achromobacter denitrificans	0.0011810631542887376	0.01366265324590014
Kerstersia gyiorum	0.0011810631542887376	0.01366265324590014
Massilia sp. CCM 8941	0.0011810631542887376	0.01366265324590014
Massilia sp. YMA4	0.0011810631542887376	0.01366265324590014
Massilia albidiflava	0.0011810631542887376	0.01366265324590014
Massilia flava	0.0011810631542887376	0.01366265324590014
Massilia violaceinigra	0.0011810631542887376	0.01366265324590014
Herbaspirillum frisingense	0.0011810631542887376	0.01366265324590014
Herbaspirillum robiniae	0.0011810631542887376	0.01366265324590014
Janthinobacterium sp. Marseille	0.0011810631542887376	0.01366265324590014
Oxalobacter formigenes	0.0011810631542887376	0.01366265324590014
Methylibium sp. Pch-M	0.0011810631542887376	0.01366265324590014
Leptothrix cholodnii	0.0011810631542887376	0.01366265324590014
Sulfurimicrobium lacus	0.0011810631542887376	0.01366265324590014
Denitratisoma oestradiolicum	0.0011810631542887376	0.01366265324590014
Sulfuritalea hydrogenivorans	0.0011810631542887376	0.01366265324590014
Azoarcus sp. KH32C	0.0011810631542887376	0.01366265324590014
Azoarcus sp. CIB	0.0011810631542887376	0.01366265324590014
Azoarcus olearius	0.0011810631542887376	0.01366265324590014
Thauera chlorobenzoica	0.0011810631542887376	0.01366265324590014
Thauera hydrothermalis	0.0011810631542887376	0.01366265324590014
Thauera humireducens	0.0011810631542887376	0.01366265324590014
Aromatoleum aromaticum	0.0011810631542887376	0.01366265324590014
Aromatoleum bremense	0.0011810631542887376	0.01366265324590014
Rugosibacter aromaticivorans	0.0011810631542887376	0.01366265324590014
Dechloromonas aromatica	0.0011810631542887376	0.01366265324590014
Chromobacterium violaceum	0.0011810631542887376	0.01366265324590014
Chromobacterium vaccinii	0.0011810631542887376	0.01366265324590014
Pseudogulbenkiania sp. NH8B	0.0011810631542887376	0.01366265324590014
Chitinolyticbacter meiyuanensis	0.0011810631542887376	0.01366265324590014
Bradyrhizobium sp. ORS 285	0.0011810631542887376	0.01366265324590014
Bradyrhizobium sp. CCBAU 51753	0.0011810631542887376	0.01366265324590014
Bradyrhizobium vignae	0.0011810631542887376	0.01366265324590014
Bradyrhizobium japonicum	0.0011810631542887376	0.01366265324590014
Bradyrhizobium icense	0.0011810631542887376	0.01366265324590014
Bradyrhizobium lablabi	0.0011810631542887376	0.01366265324590014
Bradyrhizobium paxllaeri	0.0011810631542887376	0.01366265324590014
Bradyrhizobium guangdongense	0.0011810631542887376	0.01366265324590014
Bradyrhizobium zhanjiangense	0.0011810631542887376	0.01366265324590014
Bradyrhizobium genosp. L	0.0011810631542887376	0.01366265324590014
Bradyrhizobium genosp. B	0.0011810631542887376	0.01366265324590014
Bradyrhizobium oligotrophicum	0.0011810631542887376	0.01366265324590014
Bosea sp. Tri-49	0.0011810631542887376	0.01366265324590014
Nitrobacter hamburgensis	0.0011810631542887376	0.01366265324590014
Afipia sp. GAS231	0.0011810631542887376	0.01366265324590014
Rhizobium rhizoryzae	0.0011810631542887376	0.01366265324590014
Sinorhizobium sp. RAC02	0.0011810631542887376	0.01366265324590014
Sinorhizobium sp. BG8	0.0011810631542887376	0.01366265324590014
Ensifer adhaerens	0.0011810631542887376	0.01366265324590014
Shinella sp. HZN7	0.0011810631542887376	0.01366265324590014
Aminobacter sp. MSH1	0.0011810631542887376	0.01366265324590014
Youhaiella tibetensis	0.0011810631542887376	0.01366265324590014
Methylobacterium nodulans	0.0011810631542887376	0.01366265324590014
Methylobacterium aquaticum	0.0011810631542887376	0.01366265324590014
Starkeya sp. ORNL1	0.0011810631542887376	0.01366265324590014
Brucella anthropi	0.0011810631542887376	0.01366265324590014
Pannonibacter phragmitetus	0.0011810631542887376	0.01366265324590014
Sphingomonas sp. DH-S5	0.0011810631542887376	0.01366265324590014
Sphingomonas alpina	0.0011810631542887376	0.01366265324590014
Sphingomonas wittichii	0.0011810631542887376	0.01366265324590014
Sphingomonas panacis	0.0011810631542887376	0.01366265324590014
Sphingopyxis fribergensis	0.0011810631542887376	0.01366265324590014
Sphingopyxis macrogoltabida	0.0011810631542887376	0.01366265324590014
Novosphingobium sp. P6W	0.0011810631542887376	0.01366265324590014
Zymomonas mobilis	0.0011810631542887376	0.01366265324590014
Paracoccus sanguinis	0.0011810631542887376	0.01366265324590014
Paracoccus zhejiangensis	0.0011810631542887376	0.01366265324590014
Yangia sp. CCB-MM3	0.0011810631542887376	0.01366265324590014
Pontivivens sp. MT2928	0.0011810631542887376	0.01366265324590014
Azospirillum brasilense	0.0011810631542887376	0.01366265324590014
Azospirillum sp. TSH100	0.0011810631542887376	0.01366265324590014
Azospirillum thiophilum	0.0011810631542887376	0.01366265324590014
Azospirillum thermophilum	0.0011810631542887376	0.01366265324590014
Rhodospirillum centenum	0.0011810631542887376	0.01366265324590014
Skermanella sp. TT6	0.0011810631542887376	0.01366265324590014
Indioceanicola profundi	0.0011810631542887376	0.01366265324590014
Granulibacter bethesdensis	0.0011810631542887376	0.01366265324590014
Brevundimonas sp. LM2	0.0011810631542887376	0.01366265324590014
Brevundimonas subvibrioides	0.0011810631542887376	0.01366265324590014
Brevundimonas diminuta	0.0011810631542887376	0.01366265324590014
Caulobacter flavus	0.0011810631542887376	0.01366265324590014
Caulobacter segnis	0.0011810631542887376	0.01366265324590014
Marinicauda algicola	0.0011810631542887376	0.01366265324590014
Phreatobacter stygius	0.0011810631542887376	0.01366265324590014
Hyphomonas sp. CACIAM 19H1	0.0011810631542887376	0.01366265324590014
Myxococcus xanthus	0.0011810631542887376	0.01366265324590014
Corallococcus macrosporus	0.0011810631542887376	0.01366265324590014
Archangium gephyra	0.0011810631542887376	0.01366265324590014
Desulfovibrio marinus	0.0011810631542887376	0.01366265324590014
Desulfovibrio sp. IOR2	0.0011810631542887376	0.01366265324590014
Pseudodesulfovibrio profundus	0.0011810631542887376	0.01366265324590014
Pseudodesulfovibrio mercurii	0.0011810631542887376	0.01366265324590014
Geobacter sp. SVR	0.0011810631542887376	0.01366265324590014
Desulfuromonas sp. DDH964	0.0011810631542887376	0.01366265324590014
Syntrophotalea acetylenica	0.0011810631542887376	0.01366265324590014
Desulfosarcina widdelii	0.0011810631542887376	0.01366265324590014
Desulfobacterium autotrophicum	0.0011810631542887376	0.01366265324590014
Desulfobulbus propionicus	0.0011810631542887376	0.01366265324590014
Desulfopila sp. IMCC35004	0.0011810631542887376	0.01366265324590014
Syntrophus aciditrophicus	0.0011810631542887376	0.01366265324590014
Metabacillus sp. cB07	0.0011810631542887376	0.01366265324590014
Paenibacillus sp. URB8-2	0.0011810631542887376	0.01366265324590014
Brevibacillus sp. SCSIO 07484	0.0011810631542887376	0.01366265324590014
Clostridium sp. 'deep sea'	0.0011810631542887376	0.01366265324590014
Cellulosilyticum sp. WCF-2	0.0011810631542887376	0.01366265324590014
Thermaerobacter sp. PB12/4term	0.0011810631542887376	0.01366265324590014
Desulfosporosinus acidiphilus	0.0011810631542887376	0.01366265324590014
Dehalobacter restrictus	0.0011810631542887376	0.01366265324590014
endosymbiont 'TC1' of Trimyema compressum	0.0011810631542887376	0.01366265324590014
Limnochorda pilosa	0.0011810631542887376	0.01366265324590014
Brevibacterium sp. WO024	0.0011810631542887376	0.01366265324590014
Brevibacterium sp. o2	0.0011810631542887376	0.01366265324590014
Janibacter limosus	0.0011810631542887376	0.01366265324590014
Janibacter indicus	0.0011810631542887376	0.01366265324590014
Janibacter melonis	0.0011810631542887376	0.01366265324590014
Janibacter sp. YB324	0.0011810631542887376	0.01366265324590014
Pedococcus dokdonensis	0.0011810631542887376	0.01366265324590014
Arsenicicoccus sp. oral taxon 190	0.0011810631542887376	0.01366265324590014
Microbacterium sp. NY27	0.0011810631542887376	0.01366265324590014
Microbacterium sp. A18JL241	0.0011810631542887376	0.01366265324590014
Microbacterium sp. 4R-513	0.0011810631542887376	0.01366265324590014
Microbacterium sp. A18JL200	0.0011810631542887376	0.01366265324590014
Microbacterium sp. YJN-G	0.0011810631542887376	0.01366265324590014
Microbacterium sp. RG1	0.0011810631542887376	0.01366265324590014
Microbacterium sp. LKL04	0.0011810631542887376	0.01366265324590014
Microbacterium sp. No. 7	0.0011810631542887376	0.01366265324590014
Microbacterium sp. ABRD_28	0.0011810631542887376	0.01366265324590014
Microbacterium sp. TPU 3598	0.0011810631542887376	0.01366265324590014
Microbacterium sp. BH-3-3-3	0.0011810631542887376	0.01366265324590014
Microbacterium sp. 10M-3C3	0.0011810631542887376	0.01366265324590014
Microbacterium sp. JZ31	0.0011810631542887376	0.01366265324590014
Microbacterium sp. WY121	0.0011810631542887376	0.01366265324590014
Microbacterium hydrocarbonoxydans	0.0011810631542887376	0.01366265324590014
Microbacterium caowuchunii	0.0011810631542887376	0.01366265324590014
Microbacterium wangchenii	0.0011810631542887376	0.01366265324590014
Microbacterium aurum	0.0011810631542887376	0.01366265324590014
Microbacterium sediminis	0.0011810631542887376	0.01366265324590014
Microbacterium esteraromaticum	0.0011810631542887376	0.01366265324590014
Microbacterium chocolatum	0.0011810631542887376	0.01366265324590014
Salinibacterium sp. ZJ450	0.0011810631542887376	0.01366265324590014
Agromyces sp. KACC 19306	0.0011810631542887376	0.01366265324590014
Agromyces badenianii	0.0011810631542887376	0.01366265324590014
Agromyces protaetiae	0.0011810631542887376	0.01366265324590014
Agromyces aureus	0.0011810631542887376	0.01366265324590014
Rathayibacter sp. VKM Ac-2760	0.0011810631542887376	0.01366265324590014
Rathayibacter festucae	0.0011810631542887376	0.01366265324590014
Rathayibacter tritici	0.0011810631542887376	0.01366265324590014
Rathayibacter iranicus	0.0011810631542887376	0.01366265324590014
Rathayibacter tanaceti	0.0011810631542887376	0.01366265324590014
Leifsonia sp. PS1209	0.0011810631542887376	0.01366265324590014
Leifsonia sp. 21MFCrub1.1	0.0011810631542887376	0.01366265324590014
Leifsonia shinshuensis	0.0011810631542887376	0.01366265324590014
Curtobacterium sp. YC1	0.0011810631542887376	0.01366265324590014
Curtobacterium sp. 24E2	0.0011810631542887376	0.01366265324590014
Cryobacterium sp. LW097	0.0011810631542887376	0.01366265324590014
Cryobacterium arcticum	0.0011810631542887376	0.01366265324590014
Cryobacterium soli	0.0011810631542887376	0.01366265324590014
Leucobacter triazinivorans	0.0011810631542887376	0.01366265324590014
Leucobacter muris	0.0011810631542887376	0.01366265324590014
Agrococcus sp. SGAir0287	0.0011810631542887376	0.01366265324590014
Glaciihabitans sp. INWT7	0.0011810631542887376	0.01366265324590014
Marisediminicola antarctica	0.0011810631542887376	0.01366265324590014
Protaetiibacter sp. SSC-01	0.0011810631542887376	0.01366265324590014
Herbiconiux sp. SALV-R1	0.0011810631542887376	0.01366265324590014
Plantibacter flavus	0.0011810631542887376	0.01366265324590014
Frigoribacterium sp. NBH87	0.0011810631542887376	0.01366265324590014
Humibacter sp. WJ7-1	0.0011810631542887376	0.01366265324590014
Microcella alkaliphila	0.0011810631542887376	0.01366265324590014
Agreia sp. COWG	0.0011810631542887376	0.01366265324590014
Brachybacterium vulturis	0.0011810631542887376	0.01366265324590014
Brachybacterium avium	0.0011810631542887376	0.01366265324590014
Brachybacterium saurashtrense	0.0011810631542887376	0.01366265324590014
Devriesea agamarum	0.0011810631542887376	0.01366265324590014
Arthrobacter sp. PGP41	0.0011810631542887376	0.01366265324590014
Arthrobacter sp. UKPF54-2	0.0011810631542887376	0.01366265324590014
Arthrobacter sp. KBS0702	0.0011810631542887376	0.01366265324590014
Arthrobacter sp. PAMC25564	0.0011810631542887376	0.01366265324590014
Arthrobacter dokdonellae	0.0011810631542887376	0.01366265324590014
Glutamicibacter mishrai	0.0011810631542887376	0.01366265324590014
Pseudarthrobacter sp. BIM B-2242	0.0011810631542887376	0.01366265324590014
Pseudarthrobacter chlorophenolicus	0.0011810631542887376	0.01366265324590014
Kocuria sp. KD4	0.0011810631542887376	0.01366265324590014
Kocuria indica	0.0011810631542887376	0.01366265324590014
Zhihengliuella sp. ISTPL4	0.0011810631542887376	0.01366265324590014
Serinicoccus hydrothermalis	0.0011810631542887376	0.01366265324590014
Serinicoccus chungangensis	0.0011810631542887376	0.01366265324590014
Serinicoccus marinus	0.0011810631542887376	0.01366265324590014
Luteipulveratus mongoliensis	0.0011810631542887376	0.01366265324590014
Mobilicoccus sp. NJES-13	0.0011810631542887376	0.01366265324590014
Nocardioides sp. HDW12A	0.0011810631542887376	0.01366265324590014
Nocardioides sp. MC1495	0.0011810631542887376	0.01366265324590014
Nocardioides sp. S-713	0.0011810631542887376	0.01366265324590014
Nocardioides sp. HY056	0.0011810631542887376	0.01366265324590014
Nocardioides sp. ZJ1313	0.0011810631542887376	0.01366265324590014
Nocardioides sp. WS12	0.0011810631542887376	0.01366265324590014
Nocardioides sp. zg-579	0.0011810631542887376	0.01366265324590014
Nocardioides houyundeii	0.0011810631542887376	0.01366265324590014
Nocardioides marinisabuli	0.0011810631542887376	0.01366265324590014
Nocardioides mesophilus	0.0011810631542887376	0.01366265324590014
Nocardioides humi	0.0011810631542887376	0.01366265324590014
Nocardioides daphniae	0.0011810631542887376	0.01366265324590014
Nocardioides aromaticivorans	0.0011810631542887376	0.01366265324590014
Aeromicrobium sp. zg-629	0.0011810631542887376	0.01366265324590014
Aeromicrobium sp. A1-2	0.0011810631542887376	0.01366265324590014
Aeromicrobium chenweiae	0.0011810631542887376	0.01366265324590014
Aeromicrobium choanae	0.0011810631542887376	0.01366265324590014
Aeromicrobium marinum	0.0011810631542887376	0.01366265324590014
Aeromicrobium yanjiei	0.0011810631542887376	0.01366265324590014
Aeromicrobium erythreum	0.0011810631542887376	0.01366265324590014
Mumia sp. ZJ1417	0.0011810631542887376	0.01366265324590014
Pimelobacter simplex	0.0011810631542887376	0.01366265324590014
Propionibacterium sp. oral taxon 193	0.0011810631542887376	0.01366265324590014
Mycolicibacterium sp. LJ126	0.0011810631542887376	0.01366265324590014
Mycolicibacterium arabiense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium aurum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium fluoranthenivorans	0.0011810631542887376	0.01366265324590014
Mycolicibacterium moriokaense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium hassiacum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium frederiksbergense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium madagascariense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium mageritense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium smegmatis	0.0011810631542887376	0.01366265324590014
Mycolicibacterium insubricum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium psychrotolerans	0.0011810631542887376	0.01366265324590014
Mycolicibacterium anyangense	0.0011810631542887376	0.01366265324590014
Mycolicibacterium boenickei	0.0011810631542887376	0.01366265324590014
Mycolicibacterium fortuitum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium duvalii	0.0011810631542887376	0.01366265324590014
Mycolicibacterium doricum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium phocaicum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium parafortuitum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium rutilum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium austroafricanum	0.0011810631542887376	0.01366265324590014
Mycolicibacterium mucogenicum	0.0011810631542887376	0.01366265324590014
Mycobacterium sp. YC-RL4	0.0011810631542887376	0.01366265324590014
Mycobacterium sp. MS1601	0.0011810631542887376	0.01366265324590014
Mycobacterium sp. DL592	0.0011810631542887376	0.01366265324590014
Mycobacterium kubicae	0.0011810631542887376	0.01366265324590014
Mycobacterium intracellulare	0.0011810631542887376	0.01366265324590014
Mycobacterium avium	0.0011810631542887376	0.01366265324590014
Mycobacterium gordonae	0.0011810631542887376	0.01366265324590014
Mycobacterium grossiae	0.0011810631542887376	0.01366265324590014
Mycobacterium dioxanotrophicus	0.0011810631542887376	0.01366265324590014
Mycobacterium leprae	0.0011810631542887376	0.01366265324590014
Mycobacterium paragordonae	0.0011810631542887376	0.01366265324590014
Mycobacteroides chelonae	0.0011810631542887376	0.01366265324590014
Mycolicibacillus koreensis	0.0011810631542887376	0.01366265324590014
Corynebacterium sp. 2019	0.0011810631542887376	0.01366265324590014
Corynebacterium sp. 1959	0.0011810631542887376	0.01366265324590014
Corynebacterium sphenisci	0.0011810631542887376	0.01366265324590014
Corynebacterium efficiens	0.0011810631542887376	0.01366265324590014
Corynebacterium marinum	0.0011810631542887376	0.01366265324590014
Corynebacterium flavescens	0.0011810631542887376	0.01366265324590014
Corynebacterium epidermidicanis	0.0011810631542887376	0.01366265324590014
Corynebacterium minutissimum	0.0011810631542887376	0.01366265324590014
Corynebacterium casei	0.0011810631542887376	0.01366265324590014
Corynebacterium choanis	0.0011810631542887376	0.01366265324590014
Corynebacterium nuruki	0.0011810631542887376	0.01366265324590014
Rhodococcus sp. B7740	0.0011810631542887376	0.01366265324590014
Rhodococcus sp. P-2	0.0011810631542887376	0.01366265324590014
Rhodococcus sp. ABRD24	0.0011810631542887376	0.01366265324590014
Rhodococcus erythropolis	0.0011810631542887376	0.01366265324590014
Rhodococcus ruber	0.0011810631542887376	0.01366265324590014
Rhodococcus hoagii	0.0011810631542887376	0.01366265324590014
Rhodococcus triatomae	0.0011810631542887376	0.01366265324590014
Nocardia sp. CS682	0.0011810631542887376	0.01366265324590014
Nocardia cyriacigeorgica	0.0011810631542887376	0.01366265324590014
Nocardia farcinica	0.0011810631542887376	0.01366265324590014
Nocardia mangyaensis	0.0011810631542887376	0.01366265324590014
Nocardia yunnanensis	0.0011810631542887376	0.01366265324590014
Gordonia terrae	0.0011810631542887376	0.01366265324590014
Gordonia iterans	0.0011810631542887376	0.01366265324590014
Gordonia rubripertincta	0.0011810631542887376	0.01366265324590014
Gordonia phthalatica	0.0011810631542887376	0.01366265324590014
Tsukamurella paurometabola	0.0011810631542887376	0.01366265324590014
Tsukamurella tyrosinosolvens	0.0011810631542887376	0.01366265324590014
Streptomyces sp. HSG2	0.0011810631542887376	0.01366265324590014
Streptomyces sp. SCUT-3	0.0011810631542887376	0.01366265324590014
Streptomyces sp. SCSIO 3032	0.0011810631542887376	0.01366265324590014
Streptomyces sp. Z423-1	0.0011810631542887376	0.01366265324590014
Streptomyces sp. NHF165	0.0011810631542887376	0.01366265324590014
Streptomyces sp. So13.3	0.0011810631542887376	0.01366265324590014
Streptomyces sp. TLI_053	0.0011810631542887376	0.01366265324590014
Streptomyces sp. SN-593	0.0011810631542887376	0.01366265324590014
Streptomyces sp. CRXT-G-22	0.0011810631542887376	0.01366265324590014
Streptomyces sp. CRPJ-33	0.0011810631542887376	0.01366265324590014
Streptomyces sp. CRXT-Y-14	0.0011810631542887376	0.01366265324590014
Streptomyces sp. P3	0.0011810631542887376	0.01366265324590014
Streptomyces sp. MBT27	0.0011810631542887376	0.01366265324590014
Streptomyces sp. CB01881	0.0011810631542887376	0.01366265324590014
Streptomyces sp. M2	0.0011810631542887376	0.01366265324590014
Streptomyces sp. QMT-12	0.0011810631542887376	0.01366265324590014
Streptomyces albus	0.0011810631542887376	0.01366265324590014
